test_case,baseline,aferprof1,aferprof2,aferprof3,aferprof4,aferprof5,aferprof6,aferprof7
AA NONREV | AA_kernel-nonrev_100taxa_10000len,1.0,1.0065885797950218,1.0065885797950218,0.971045197740113,0.9934971098265897,1.0102865540044086,0.9970993473531544,0.97310686482661
AA REV | AA_100taxa_10000len,1.0,1.0091356289529163,1.1166407465007775,1.1636952998379255,1.1506410256410255,1.3483568075117371,1.344569288389513,1.3728489483747608
AA REV | AA_LG-I-G4_100taxa_10000len,1.0,0.9892915545708709,1.186286292618129,1.1896726719106827,1.157439980250571,1.5315639036341366,1.5453197099538565,1.5141288551590508
DNA NONREV | DNA_kernel-nonrev_100taxa_10000len,1.0,0.9708029197080291,1.015267175572519,0.9779411764705882,0.9779411764705882,0.9925373134328358,0.9779411764705882,0.9851851851851852
DNA REV | DNA_100taxa_10000len,1.0,0.9713261648745519,0.9575971731448765,0.9609929078014185,0.9963235294117647,0.9475524475524477,0.9644128113879004,0.9508771929824563
