data_type,tree_type,model,tree_num,final_ll_vanila,optimal_ll_vanila,best_score_vanila,opt_rounds_vanila,opt_time_vanila,wallclock_time_vanila,final_ll_openacc,optimal_ll_openacc,best_score_openacc,opt_rounds_openacc,opt_time_openacc,wallclock_time_openacc,has_underflow_openacc,n_underflow_deriv_openacc,n_underflow_sites_openacc,has_nan_rates_openacc,_merge,ll_diff,ll_abs_diff,ll_match,rounds_diff
AA,rooted,LG,1,-31.952552,-31.9525524408,-31.9525524408,1.0,0.0004842682,0.0091384961,-31.952552,-31.9525524408,-31.9525524408,1.0,0.0166208744,0.0590059757,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,2,-52.728259,-52.7282586474,-52.7282586474,1.0,0.0008240198,0.0094450773,-52.728259,-52.7282586474,-52.7282586474,1.0,0.0154819489,0.0250530243,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,3,-44.770222,-44.7702217855,-44.7702217855,1.0,0.0008070511,0.0093125189,-44.770222,-44.7702217855,-44.7702217855,1.0,0.0222258568,0.0715548992,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,4,-64.187202,-64.1872016338,-64.1872016338,1.0,0.0008153901,0.0090922364,-64.187202,-64.1872016338,-64.1872016338,1.0,0.0138320923,0.034537077,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,5,-31.448507,-31.4485068404,-31.4485068404,1.0,0.001016519,0.0095192641,-31.448507,-31.4485068404,-31.4485068404,1.0,0.025135994,0.0705749989,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,6,-58.134412,-58.1344120652,-58.1344120652,1.0,0.0007935488,0.0090788049,-58.134412,-58.1344120652,-58.1344120652,1.0,0.0182170868,0.0320410728,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,7,-62.187616,-62.1876163057,-62.1876163057,1.0,0.0008119191,0.0092263678,-62.187616,-62.1876163057,-62.1876163057,1.0,0.0144729614,0.0260999203,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,8,-49.228005,-49.2280051357,-49.2280051357,1.0,0.0007726643,0.0090358518,-49.228005,-49.2280051357,-49.2280051357,1.0,0.0144989491,0.0237028599,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,9,-58.141765,-58.1417652397,-58.1417652397,1.0,0.0008266191,0.0090969801,-58.141765,-58.1417652397,-58.1417652397,1.0,0.020334959,0.0495967865,False,0,0,False,both,0.0,0.0,True,0.0
AA,rooted,LG,10,-33.82345,-33.8234497774,-33.8234497774,1.0,0.0008457969,0.009106013,-33.82345,-33.8234497774,-33.8234497774,1.0,0.0206120014,0.0450789928,False,0,0,False,both,0.0,0.0,True,0.0
