data_type,topology,model,tree,ll_VANILA,time_VANILA,uf_VANILA,rates_VANILA,ll_OPENACC,time_OPENACC,uf_OPENACC,rates_OPENACC,ll_diff
DNA,unrooted,GTR+I+G4,tree_6,-33.0592,0.0385714,0,,-33.0592,0.891563,0,,0.0
DNA,unrooted,GTR+I+G4,tree_7,-21.3765,0.0544052,0,,-21.3765,0.814567,0,,0.0
DNA,unrooted,GTR+I+G4,tree_8,-37.0014,0.0778564,0,,-37.0014,1.43313,0,,0.0
DNA,unrooted,GTR+I+G4,tree_9,-35.5528,0.100944,0,,-35.5535,1.19928,0,,0.0007000000000019213
DNA,unrooted,GTR+R4,tree_1,-27.5626,0.162556,0,"(0.2626,0.9997) (0.2923,0.9998) (0.1809,1) (0.2641,1)",-27.5626,0.0693159,0,"(0.2897,1) (0.2632,1) (0.2601,1) (0.187,1)",0.0
DNA,unrooted,GTR+R4,tree_10,-19.7978,0.066891,0,"(0.2711,0.9995) (0.2157,1) (0.2561,1) (0.2572,1)",-19.8479,0.273945,0,"(0.2507,1) (0.2511,1) (0.2589,1) (0.2393,1)",0.05010000000000048
DNA,unrooted,GTR+R4,tree_2,-26.4594,0.0317287,0,"(0.6176,0.0009079) (0.002393,0.0009857) (0.2211,2.629) (0.1589,2.631)",-30.2851,0.0522659,0,"(0.2378,0.9998) (0.2549,0.9999) (0.2719,1) (0.2354,1)",3.825700000000001
DNA,unrooted,GTR+R4,tree_3,-28.9404,0.0835142,0,"(0.216,0.1568) (0.2492,1.137) (0.2774,1.263) (0.2574,1.291)",-28.9792,0.13088,0,"(0.2408,1) (0.2522,1) (0.2524,1) (0.2547,1)",0.03879999999999839
DNA,unrooted,GTR+R4,tree_4,-24.2497,0.0326186,0,"(0.1831,0.4965) (0.2533,1.099) (0.2835,1.118) (0.28,1.12)",-24.6557,0.0770471,0,"(0.2467,0.9997) (0.2481,0.9998) (0.2523,1) (0.253,1)",0.4059999999999988
DNA,unrooted,GTR+R4,tree_5,-20.6613,0.0516356,0,"(0.22,0.9903) (0.2614,1.002) (0.2706,1.003) (0.2479,1.003)",-20.662,0.111964,0,"(0.2397,1) (0.246,1) (0.2546,1) (0.2598,1)",0.0006999999999983686
DNA,unrooted,GTR+R4,tree_6,-18.461,0.0421062,0,"(0.2294,0.4909) (0.2513,0.9601) (0.2606,1.178) (0.2588,1.31)",-18.4531,0.0688062,0,"(0.2527,0.9997) (0.2436,0.9999) (0.2483,1) (0.2554,1)",0.007899999999999352
DNA,unrooted,GTR+R4,tree_7,-38.0644,0.0649035,0,"(0.2374,0.1496) (0.2638,0.1496) (0.2193,0.1496) (0.2794,3.193)",-39.0562,0.148568,0,"(0.2434,1) (0.2435,1) (0.2528,1) (0.2603,1)",0.9917999999999978
DNA,unrooted,GTR+R4,tree_8,-13.4918,0.0312586,0,"(0.2479,0.1352) (0.2489,0.4709) (0.2502,0.9897) (0.253,2.378)",-13.4917,0.0599771,0,"(0.2502,0.9997) (0.2479,0.9999) (0.2489,1) (0.253,1)",9.999999999976694e-05
DNA,unrooted,GTR+R4,tree_9,-26.2491,0.0258943,0,"(0.2165,0.9965) (0.2671,0.9987) (0.2781,0.9992) (0.2383,1.006)",-26.2491,0.160784,0,"(0.2593,0.9999) (0.2673,1) (0.2247,1) (0.2487,1)",0.0
