sm,rep,pct,log,mf_wall_s,ts_wall_s,wall_s,cpu_s,best_logL,mf_cpu_J,mf_gpu_J,ts_cpu_J,ts_gpu_J,cpu_J,gpu_J,gpu_mem_peak_MB,complete,measured_W,total_J,gpu_W,cpu_W
1,1,0.7576,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_1/sm_1_rep1.log,3238.327,7944.271,11231.933,11220.348,-7541976.86,1216797.64,476067.107,2868853.07,1160191.715,4104026.472,1643625.342,23816.75,True,146.39105963528831,5747651.814,146.33503796719583,365.3891518049475
2,1,1.5152,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_2/sm_2_rep1.log,3239.427,7955.023,11243.749,11227.571,-7541976.86,834591.375,483400.21,2071824.416,1178774.509,2919473.812,1669665.906,23816.75,True,148.538729914331,4589139.718,148.4972588769102,259.65305806808743
4,1,3.0303,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_4/sm_4_rep1.log,3233.256,7939.222,11221.583,11208.694,-7541976.86,1214847.439,485668.609,2613561.25,1182136.664,3846574.431,1675271.665,23816.062,True,149.33649456497432,5521846.096,149.2901371401878,342.7835832965812
8,1,6.0606,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_8/sm_8_rep1.log,3242.774,7965.545,11257.563,11245.939,-7541976.86,1216832.29,479732.447,2923710.108,1169019.691,4158939.903,1656166.856,23816.062,True,147.1598660152028,5815106.759,147.1159305082281,369.4351879709667
16,1,12.1212,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_16/sm_16_rep1.log,1940.265,4727.35,6697.864,6686.424,-7541976.86,617117.237,312462.97,1830917.87,753419.766,2460070.353,1070827.698,23836.75,True,159.90637622394425,3530898.051,159.8759989751957,367.29177436269237
33,1,25.0,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_33/sm_33_rep1.log,948.276,2264.818,3228.506,3217.169,-7541976.86,230681.405,197718.065,727547.712,467051.914,962566.022,668008.578,23902.75,True,206.8548921648071,1630574.6,206.9095048917363,298.1459603915867
66,1,50.0,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_66/sm_66_rep1.log,547.025,1268.888,1825.43,1814.449,-7541976.86,178459.736,141683.347,348049.986,326495.125,529977.115,470558.784,24032.75,True,257.62937506888574,1000535.899,257.77969245602407,290.3300126545526
132,1,100.0,/Users/u7826985/Projects/Nvidia/results/2026_06_13_sn_sweep/sm_sweep/sm_132/sm_132_rep1.log,360.443,801.219,1168.399,1157.367,-7541976.86,117538.471,115058.958,222096.743,257763.212,342103.894,374802.509,24274.75,True,320.3716675271038,716906.4029999999,320.7829765345572,292.797147207418
