file,datatype,sim_model,taxa,sites,build,inference_model,status,host,wall_total_s,wall_tree_s,best_logL,energy_cpu_J,energy_gpu_J,gpu_mem_peak_MB,gpu_mem_delta_MB,cpu_mem_peak_MB
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-G4_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+G4,COMPLETE,gadi-cpu-spr-0286.gadi.nci.org.au,6.031,0.0,-7541976.853,4362.886,,,,6175.051
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+G4,COMPLETE,gadi-cpu-spr-0287.gadi.nci.org.au,468.757,0.0,-7541976.853,326906.55,,,,6178.129
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R1_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R1,COMPLETE,gadi-cpu-spr-0567.gadi.nci.org.au,3.316,0.0,-7941914.563,2249.409,,,,3264.055
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R2_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R2,COMPLETE,gadi-cpu-spr-0554.gadi.nci.org.au,13.687,0.0,-7609499.909,8868.599,,,,4732.816
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R3_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R3,COMPLETE,gadi-cpu-spr-0542.gadi.nci.org.au,10.453,0.0,-7548154.558,7258.968,,,,6188.316
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R4_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R4,COMPLETE,gadi-cpu-spr-0252.gadi.nci.org.au,48.702,0.0,-7541972.803,33521.781,,,,7642.719
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R5_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R5,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,88.475,0.0,-7541974.702,60959.035,,,,9097.078
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R6_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R6,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,137.174,0.0,-7541974.067,95010.368,,,,10551.145
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R7_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I+R7,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,122.437,0.0,-7541973.962,84853.282,,,,12005.18
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+I,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,9.076,0.0,-7941914.563,6005.723,,,,1817.023
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R1_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R1,COMPLETE,gadi-cpu-spr-0542.gadi.nci.org.au,2.299,0.0,-7964675.113,1696.766,,,,1817.125
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R2_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R2,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,12.454,0.0,-7614626.014,7725.873,,,,4732.805
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R3_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R3,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,14.756,0.0,-7548506.542,9649.613,,,,6183.945
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R4_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R4,COMPLETE,gadi-cpu-spr-0554.gadi.nci.org.au,12.236,0.0,-7541972.381,8083.621,,,,7642.555
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R5_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R5,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,126.257,0.0,-7541974.075,87178.82,,,,9097.238
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R6_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R6,COMPLETE,gadi-cpu-spr-0707.gadi.nci.org.au,141.678,0.0,-7541974.468,97967.46,,,,10551.301
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R7_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG+R7,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,115.4,0.0,-7541974.099,79286.646,,,,12005.254
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_100000_iqtree3_AA_INTEL_VANILA_OMP104_LG_100taxa_100000len_modelwise_te_aa.log,AA,LG+I+G4,100,100000,cpu_OMP_104,LG,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,1.692,0.0,-7964675.113,1301.677,,,,1816.988
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+G4,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,4.11,0.0,-7541976.852,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,27.491,0.0,-7541976.853,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R1_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R1,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,9.273,0.0,-7941914.563,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R2_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,48.849,0.0,-7609499.909,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R3_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,50.533,0.0,-7548154.558,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R4,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,293.565,0.0,-7541972.883,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R5_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R5,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,678.214,0.0,-7541974.702,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R6_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R6,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,1090.927,0.0,-7541974.161,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R7_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I+R7,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,974.879,0.0,-7541974.029,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+I,COMPLETE,gadi-gpu-h200-0012.gadi.nci.org.au,14.439,0.0,-7941914.563,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R1_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R1,COMPLETE,gadi-gpu-h200-0009.gadi.nci.org.au,1.403,0.0,-7964675.113,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R2_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R2,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,41.076,0.0,-7614626.014,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R3,COMPLETE,gadi-gpu-h200-0016.gadi.nci.org.au,50.732,0.0,-7548506.542,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R4,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,43.167,0.0,-7541972.467,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R5_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R5,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,772.176,0.0,-7541974.075,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R6_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R6,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,1040.419,0.0,-7541974.438,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R7_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG+R7,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,947.625,0.0,-7541974.157,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_100000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_100000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,cudajolt_H200,LG,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,1.467,0.0,-7964675.113,,,,,
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,3.523,0.009,-7541976.853,1246.029,1104.817,7942.688,7068.0,376.875
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,311.03,0.004,-7541976.853,83994.02,128033.264,7942.688,7068.0,377.078
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R1_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R1,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,1.14,0.009,-70978271.289,515.104,301.113,2942.688,2068.0,389.176
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R2_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,6.254,0.009,-7609499.909,2585.073,1838.969,5452.688,4578.0,386.781
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R3_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,5.666,0.008,-7548154.558,2550.044,1676.968,7604.688,6730.0,381.5
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R4,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,30.742,0.014,-7541972.878,11553.682,10232.64,8124.688,7250.0,382.688
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R5_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R5,COMPLETE,gadi-gpu-h200-0026.gadi.nci.org.au,63.582,0.008,-7541974.702,16069.861,22568.903,9578.688,8704.0,389.77
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R6_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R6,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,97.728,0.004,-7541974.193,27208.154,33834.165,11096.688,10222.0,391.949
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I-R7_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I+R7,COMPLETE,gadi-gpu-h200-0009.gadi.nci.org.au,82.336,0.004,-7541974.015,22672.614,28833.395,12554.688,11680.0,387.027
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-I_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+I,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,2.921,0.007,-7941914.563,1032.39,861.884,2760.688,1886.0,386.234
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R1_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R1,COMPLETE,gadi-gpu-h200-0019.gadi.nci.org.au,1.299,0.005,-7964675.113,712.84,348.446,2760.688,1886.0,386.102
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R2_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R2,COMPLETE,gadi-gpu-h200-0009.gadi.nci.org.au,5.855,0.004,-7614626.014,1801.39,1718.708,5452.688,4578.0,382.578
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R3_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R3,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,6.347,0.006,-7548506.542,1942.371,1991.842,7604.688,6730.0,382.492
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R4_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R4,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,5.23,0.007,-7541972.467,1567.773,1626.865,8124.688,7250.0,382.645
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R5_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R5,COMPLETE,gadi-gpu-h200-0020.gadi.nci.org.au,69.969,0.004,-7541974.075,25638.102,24379.854,9578.688,8704.0,389.594
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R6_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R6,COMPLETE,gadi-gpu-h200-0010.gadi.nci.org.au,87.602,0.033,-7541974.46,24216.127,30782.494,11096.688,10222.0,391.844
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG-R7_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG+R7,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,81.302,0.007,-7541974.081,31467.666,28151.285,12554.688,11680.0,387.031
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_AA_OPENACC_H200_LG_100taxa_100000len_modelwise_te_OPENACC_run1_tree_1_100000_aa_iqtree.log,AA,LG+I+G4,100,100000,openACC_H200,LG,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,1.165,0.007,-7964675.113,537.615,325.889,2760.688,1886.0,386.117
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-G4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+G4,COMPLETE,gadi-cpu-spr-0111.gadi.nci.org.au,38.421,0.0,-78605196.52,29778.898,,,,60683.387
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+G4,COMPLETE,gadi-cpu-spr-0199.gadi.nci.org.au,7600.459,0.0,-78605196.526,5297314.129,,,,60712.367
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R1_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R1,COMPLETE,gadi-cpu-spr-0238.gadi.nci.org.au,27.854,0.0,-82958960.162,20183.527,,,,32117.852
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R2_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R2,COMPLETE,gadi-cpu-spr-0252.gadi.nci.org.au,76.536,0.0,-79375591.945,53662.612,,,,46430.762
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R3_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R3,COMPLETE,gadi-cpu-spr-0704.gadi.nci.org.au,94.29,0.0,-78686194.513,65699.775,,,,60758.242
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R4,COMPLETE,gadi-cpu-spr-0563.gadi.nci.org.au,1033.951,0.0,-78605197.696,704163.313,,,,75074.789
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R5_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R5,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,923.4929790497,0.0001001358,-78605223.99511835,637275.821,,,,89369.621
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R6_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R6,COMPLETE,gadi-cpu-spr-0705.gadi.nci.org.au,1186.921,0.0,-78605215.249,820872.354,,,,103682.621
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R7_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I+R7,COMPLETE,gadi-cpu-spr-0494.gadi.nci.org.au,1111.169,0.0,-78605221.579,760120.423,,,,117995.363
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+I,COMPLETE,gadi-cpu-spr-0288.gadi.nci.org.au,31.852,0.0,-82958960.162,24192.753,,,,17766.207
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R1_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+R1,COMPLETE,gadi-cpu-spr-0570.gadi.nci.org.au,19.09,0.0,-83153299.507,14120.931,,,,17766.191
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R2_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,LG+R2,COMPLETE,gadi-cpu-spr-0696.gadi.nci.org.au,58.198,0.0,-79416820.101,41921.844,,,,46430.773
