file,datatype,sim_model,taxa,sites,build,inference_model,status,host,wall_total_s,wall_tree_s,best_logL,energy_cpu_J,energy_gpu_J,gpu_mem_peak_MB,gpu_mem_delta_MB,cpu_mem_peak_MB
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR+I,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,8.415,0.009,-63092579.61,4509.592,2963.685,5166.688,4292.0,2106.797
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_iqtree.log,DNA,GTR+I+G4,100,1000000,openACC_H200,GTR,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,9.657,0.004,-63266293.23,4556.682,3105.798,5166.688,4292.0,2106.652
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-G4_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+G4,COMPLETE,gadi-cpu-spr-0573.gadi.nci.org.au,280.798,0.0,-578953723.04,229661.448,,,,139171.512
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I-G4_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+I+G4,COMPLETE,gadi-cpu-spr-0286.gadi.nci.org.au,37912.442,0.0,-578953723.056,26055979.353,,,,139445.613
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR-I_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR+I,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,173.26,0.0,-616700711.966,160414.27,,,,57577.027
output_cpu_modelwisetest_DNA_GTR+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_DNA_INTEL_VANILA_OMP104_GTR_100taxa_10000000len_modelwise_te.log,DNA,GTR+I+G4,100,10000000,cpu_OMP_104,GTR,COMPLETE,gadi-cpu-spr-0196.gadi.nci.org.au,52.689,0.0,-618608860.704,89537.231,,,,57577.039
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,104.396,0.0,-578953722.404,,,,,
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,1354.135,0.0,-578953722.4,,,,,
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR-I_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR+I,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,560.944,0.0,-616700711.966,,,,,
output_cudajolt_modelwise_DNA_GTR+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_DNA_IQTREE_GPU_SHARED_H200_GTR_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,cudajolt_H200,GTR,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,63.396,0.0,-618608860.989,,,,,
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,133.876,0.004,-578953723.316,58054.341,62327.25,124316.688,123442.0,22026.129
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+I+G4,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,11589.337,0.014,-578953723.331,3149877.81,5929565.227,124316.688,123442.0,22026.008
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR+I,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,89.357,0.004,-616714037.319,43488.556,35105.568,35664.688,34790.0,21169.508
output_openacc_stable_modelwise_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_iqtree.log,DNA,GTR+I+G4,100,10000000,openACC_H200,GTR,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,47.979,0.004,-618616739.667,36221.529,20142.872,35664.688,34790.0,21169.578
