data_type,tree_type,model,tree,backend,run,walltime,cputime,log_likelihood,tree_length,opt_time,kernel
AA,unrooted,WAG,tree_1,OMP_10,10,45.857,412.244,-90667401.015,19.258,44.099,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_10,2,38.712,367.369,-90667401.015,19.258,37.478,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_48,10,19.448,624.627,-90667401.015,19.258,18.113,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_1,OPENACC,8,30.544,30.16,-90667401.015,19.258,27.661,GPU - 1 threads
AA,unrooted,WAG,tree_1,OPENACC,6,30.193,29.833,-90667401.015,19.258,27.389,GPU - 1 threads
AA,unrooted,WAG,tree_1,VANILA,4,280.136,273.409,-90667401.015,19.258,277.363,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_48,6,16.52,611.247,-90667401.015,19.258,15.263,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_10,4,38.603,366.871,-90667401.015,19.258,37.342,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_1,VANILA,2,287.047,280.033,-90667401.015,19.258,284.062,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_48,9,14.3,586.586,-90667401.015,19.258,12.93,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_1,VANILA,1,288.773,281.511,-90667401.015,19.258,285.645,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_1,OMP_48,1,14.978,591.97,-90667401.015,19.258,13.681,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_1,OPENACC,3,30.369,30.008,-90667401.015,19.258,27.558,GPU - 1 threads
AA,unrooted,WAG,tree_1,OMP_10,3,38.646,366.432,-90667401.015,19.258,37.373,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,1,12.174,474.592,-90339703.918,19.425,10.948,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,7,14.295,502.022,-90339703.918,19.425,12.726,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,1,29.57,278.535,-90339703.918,19.425,28.317,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,7,50.663,329.364,-90339703.918,19.425,49.059,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,10,33.263,301.763,-90339703.918,19.425,31.534,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,6,12.56,482.294,-90339703.918,19.425,11.312,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,6,29.631,278.864,-90339703.918,19.425,28.387,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,3,16.527,533.0,-90339703.918,19.425,15.03,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,5,13.256,507.668,-90339703.918,19.425,11.862,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,9,12.438,467.985,-90339703.918,19.425,11.229,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,9,29.498,278.272,-90339703.918,19.425,28.282,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,3,29.523,278.479,-90339703.918,19.425,28.257,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,5,29.518,278.386,-90339703.918,19.425,28.292,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,4,11.839,465.59,-90339703.918,19.425,10.401,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,10,11.249,445.129,-90339703.918,19.425,9.795,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,2,12.233,485.744,-90339703.918,19.425,10.771,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_48,8,12.539,505.901,-90339703.918,19.425,11.154,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,8,29.544,278.257,-90339703.918,19.425,28.267,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,4,29.499,278.328,-90339703.918,19.425,28.275,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_10,OMP_10,2,29.509,278.509,-90339703.918,19.425,28.196,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,7,65.054,419.738,-95321677.371,20.955,63.577,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,4,276.261,269.373,-95321677.371,20.955,273.341,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,6,29.842,29.497,-95321677.371,20.955,27.078,GPU - 1 threads
AA,unrooted,WAG,tree_2,OPENACC,8,29.998,29.598,-95321677.371,20.955,27.142,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_10,8,37.639,358.62,-95321677.371,20.955,36.371,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,5,17.607,625.809,-95321677.371,20.955,16.362,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,9,286.488,278.46,-95321677.371,20.955,283.12,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,7,274.735,267.613,-95321677.371,20.955,271.896,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,5,30.291,29.939,-95321677.371,20.955,27.457,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_48,2,13.926,575.615,-95321677.371,20.955,12.522,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,4,14.141,568.775,-95321677.371,20.955,12.942,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,9,37.584,358.907,-95321677.371,20.955,36.382,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,3,29.988,29.622,-95321677.371,20.955,27.162,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_10,6,37.867,360.378,-95321677.371,20.955,36.474,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,3,20.366,643.978,-95321677.371,20.955,16.88,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,2,285.422,278.468,-95321677.371,20.955,282.24,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,1,38.136,359.739,-95321677.371,20.955,36.467,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,3,278.538,271.757,-95321677.371,20.955,275.678,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,1,29.906,29.583,-95321677.371,20.955,27.102,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_48,10,13.638,560.272,-95321677.371,20.955,12.269,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,2,37.676,358.932,-95321677.371,20.955,36.371,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,7,14.026,586.27,-95321677.371,20.955,12.663,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,10,43.628,396.923,-95321677.371,20.955,41.903,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,8,15.18,623.906,-95321677.371,20.955,13.77,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,2,30.377,30.025,-95321677.371,20.955,27.508,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_10,5,37.72,359.764,-95321677.371,20.955,36.46,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_10,3,37.636,358.976,-95321677.371,20.955,36.406,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,10,29.865,29.5,-95321677.371,20.955,27.051,GPU - 1 threads
AA,unrooted,WAG,tree_2,OPENACC,4,30.648,30.299,-95321677.371,20.955,27.728,GPU - 1 threads
AA,unrooted,WAG,tree_2,VANILA,6,280.025,273.098,-95321677.371,20.955,277.222,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,8,281.737,273.995,-95321677.371,20.955,278.59,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,1,17.903,693.643,-95321677.371,20.955,16.348,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,10,285.804,277.916,-95321677.371,20.955,282.565,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OPENACC,9,30.107,29.759,-95321677.371,20.955,27.287,GPU - 1 threads
AA,unrooted,WAG,tree_2,OPENACC,7,29.728,29.419,-95321677.371,20.955,26.979,GPU - 1 threads
AA,unrooted,WAG,tree_2,OMP_10,4,37.632,359.149,-95321677.371,20.955,36.383,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_2,VANILA,5,281.443,274.92,-95321677.371,20.955,278.368,AVX+FMA - 1 threads (1 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,9,17.845,612.125,-95321677.371,20.955,16.481,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_2,OMP_48,6,15.007,608.7,-95321677.371,20.955,13.531,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_10,1,38.773,368.671,-96519596.268,21.263,37.509,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,1,30.521,30.154,-96519596.268,21.263,27.7,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_48,3,15.324,646.269,-96519596.268,21.263,13.944,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_10,6,38.716,368.916,-96519596.268,21.263,37.417,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,2,30.899,30.517,-96519596.268,21.263,28.019,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_10,9,38.625,368.169,-96519596.268,21.263,37.354,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,4,18.609,739.3,-96519596.268,21.263,17.21,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,4,31.13,30.762,-96519596.268,21.263,28.174,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_48,2,14.827,606.8,-96519596.268,21.263,13.435,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,10,30.725,30.356,-96519596.268,21.263,27.848,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_48,5,17.996,703.424,-96519596.268,21.263,16.55,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_10,8,38.608,367.766,-96519596.268,21.263,37.405,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,9,30.752,30.404,-96519596.268,21.263,27.923,GPU - 1 threads
AA,unrooted,WAG,tree_3,OPENACC,7,30.412,30.053,-96519596.268,21.263,27.598,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_10,7,65.941,432.323,-96519596.268,21.263,64.45,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,6,15.108,609.331,-96519596.268,21.263,13.86,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,9,15.099,619.098,-96519596.268,21.263,13.716,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,6,30.603,30.282,-96519596.268,21.263,27.771,GPU - 1 threads
AA,unrooted,WAG,tree_3,OPENACC,8,30.648,30.238,-96519596.268,21.263,27.769,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_10,4,38.604,368.241,-96519596.268,21.263,37.395,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,1,14.262,591.282,-96519596.268,21.263,12.823,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,5,30.771,30.416,-96519596.268,21.263,27.975,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_10,3,38.659,368.341,-96519596.268,21.263,37.387,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OPENACC,3,30.379,29.996,-96519596.268,21.263,27.572,GPU - 1 threads
AA,unrooted,WAG,tree_3,OMP_10,5,38.632,368.308,-96519596.268,21.263,37.409,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,8,18.898,642.711,-96519596.268,21.263,17.585,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_10,10,42.49,387.961,-96519596.268,21.263,40.749,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,7,14.553,600.473,-96519596.268,21.263,13.152,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_10,2,38.84,368.51,-96519596.268,21.263,37.374,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_3,OMP_48,10,16.887,630.55,-96519596.268,21.263,15.605,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,3,14.666,603.794,-101058403.393,22.205,13.303,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,1,38.595,367.321,-101058403.393,22.205,37.39,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,9,38.562,366.593,-101058403.393,22.205,37.303,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,3,30.53,30.154,-101058403.393,22.205,27.703,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_48,4,15.18,621.848,-101058403.393,22.205,13.749,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,6,38.812,367.888,-101058403.393,22.205,37.428,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,5,31.233,30.876,-101058403.393,22.205,28.365,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_48,2,14.457,594.318,-101058403.393,22.205,13.045,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,7,52.688,409.529,-101058403.393,22.205,51.061,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,5,15.299,613.453,-101058403.393,22.205,14.036,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,6,30.528,30.181,-101058403.393,22.205,27.728,GPU - 1 threads
AA,unrooted,WAG,tree_4,OPENACC,8,30.813,30.436,-101058403.393,22.205,27.928,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_10,8,38.531,365.962,-101058403.393,22.205,37.223,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,9,17.465,625.505,-101058403.393,22.205,16.119,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,4,38.537,366.278,-101058403.393,22.205,37.229,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,6,14.989,612.403,-101058403.393,22.205,13.538,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,9,30.518,30.169,-101058403.393,22.205,27.71,GPU - 1 threads
AA,unrooted,WAG,tree_4,OPENACC,7,30.244,29.91,-101058403.393,22.205,27.466,GPU - 1 threads
AA,unrooted,WAG,tree_4,OPENACC,4,31.287,30.854,-101058403.393,22.205,28.335,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_10,3,39.091,367.319,-101058403.393,22.205,37.324,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,1,19.062,636.133,-101058403.393,22.205,17.617,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,10,31.034,30.665,-101058403.393,22.205,28.115,GPU - 1 threads
AA,unrooted,WAG,tree_4,OPENACC,2,30.965,30.553,-101058403.393,22.205,28.096,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_10,10,65.029,444.243,-101058403.393,22.205,63.06,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,7,15.614,604.548,-101058403.393,22.205,14.377,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,5,38.594,367.103,-101058403.393,22.205,37.337,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_48,8,19.074,667.295,-101058403.393,22.205,17.7,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_4,OMP_10,2,38.642,366.941,-101058403.393,22.205,37.274,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_4,OPENACC,1,31.003,30.633,-101058403.393,22.205,28.092,GPU - 1 threads
AA,unrooted,WAG,tree_4,OMP_48,10,17.683,635.72,-101058403.393,22.205,16.503,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,8,38.032,361.797,-101191270.27,22.437,36.778,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,9,30.565,30.217,-101191270.27,22.437,27.777,GPU - 1 threads
AA,unrooted,WAG,tree_5,OPENACC,7,30.56,30.225,-101191270.27,22.437,27.766,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_48,5,18.315,631.713,-101191270.27,22.437,16.986,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,7,40.163,360.776,-101191270.27,22.437,38.384,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,10,31.047,30.653,-101191270.27,22.437,28.255,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_48,2,19.422,630.746,-101191270.27,22.437,18.079,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,4,31.236,30.853,-101191270.27,22.437,28.304,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_10,6,38.081,362.681,-101191270.27,22.437,36.793,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,4,14.901,572.622,-101191270.27,22.437,13.633,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,2,31.148,30.786,-101191270.27,22.437,28.258,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_10,9,38.048,362.671,-101191270.27,22.437,36.821,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,1,30.958,30.59,-101191270.27,22.437,28.071,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_10,1,38.075,362.608,-101191270.27,22.437,36.821,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,3,20.295,654.914,-101191270.27,22.437,18.89,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,10,14.939,609.337,-101191270.27,22.437,13.558,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,2,37.951,361.809,-101191270.27,22.437,36.727,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,8,19.623,636.395,-101191270.27,22.437,18.296,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,5,38.075,362.624,-101191270.27,22.437,36.823,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,7,18.844,611.517,-101191270.27,22.437,16.184,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,3,30.728,30.361,-101191270.27,22.437,27.89,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_10,10,48.068,396.32,-101191270.27,22.437,46.297,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,1,13.997,572.443,-101191270.27,22.437,12.577,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,3,38.103,362.895,-101191270.27,22.437,36.847,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OPENACC,5,31.141,30.8,-101191270.27,22.437,28.268,GPU - 1 threads
AA,unrooted,WAG,tree_5,OPENACC,6,30.771,30.416,-101191270.27,22.437,27.901,GPU - 1 threads
AA,unrooted,WAG,tree_5,OPENACC,8,31.225,30.622,-101191270.27,22.437,28.113,GPU - 1 threads
AA,unrooted,WAG,tree_5,OMP_48,6,17.784,632.849,-101191270.27,22.437,16.467,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_10,4,37.974,361.633,-101191270.27,22.437,36.726,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_5,OMP_48,9,14.923,602.839,-101191270.27,22.437,13.658,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,3,23.873,23.513,-84864928.461,17.96,21.068,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_48,2,15.535,502.499,-84864928.461,17.96,14.209,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_10,7,51.646,348.675,-84864928.461,17.96,49.775,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_10,8,30.134,283.105,-84864928.461,17.96,28.878,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,5,14.013,492.804,-84864928.461,17.96,11.409,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,3,11.716,471.434,-84864928.461,17.96,10.314,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_10,1,30.2,283.78,-84864928.461,17.96,28.894,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,8,24.087,23.708,-84864928.461,17.96,21.219,GPU - 1 threads
AA,unrooted,WAG,tree_6,OPENACC,6,23.92,23.562,-84864928.461,17.96,21.091,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_48,4,14.589,556.201,-84864928.461,17.96,13.132,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,5,24.202,23.847,-84864928.461,17.96,21.406,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_10,9,30.138,283.576,-84864928.461,17.96,28.896,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_10,6,30.204,284.115,-84864928.461,17.96,28.961,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,7,12.652,464.63,-84864928.461,17.96,10.981,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,4,24.623,24.238,-84864928.461,17.96,21.627,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_10,10,43.299,336.869,-84864928.461,17.96,41.668,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,8,15.621,510.126,-84864928.461,17.96,14.407,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,10,24.108,23.739,-84864928.461,17.96,21.238,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_10,5,30.191,283.92,-84864928.461,17.96,28.928,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,7,23.908,23.569,-84864928.461,17.96,21.14,GPU - 1 threads
AA,unrooted,WAG,tree_6,OPENACC,9,23.827,23.478,-84864928.461,17.96,21.047,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_10,2,30.153,283.426,-84864928.461,17.96,28.885,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,10,15.95,508.786,-84864928.461,17.96,14.6,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_10,4,30.131,283.513,-84864928.461,17.96,28.875,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,9,11.695,459.226,-84864928.461,17.96,10.496,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OMP_48,6,14.754,490.047,-84864928.461,17.96,13.495,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,1,23.973,23.617,-84864928.461,17.96,21.113,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_10,3,30.325,284.412,-84864928.461,17.96,29.062,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_6,OPENACC,2,24.157,23.713,-84864928.461,17.96,21.283,GPU - 1 threads
AA,unrooted,WAG,tree_6,OMP_48,1,12.026,468.766,-84864928.461,17.96,10.842,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_7,OMP_10,6,38.417,366.455,-95960634.463,21.094,37.139,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_7,OPENACC,10,30.873,30.505,-95960634.463,21.094,28.003,GPU - 1 threads
AA,unrooted,WAG,tree_7,OMP_10,9,38.245,365.129,-95960634.463,21.094,36.991,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_7,OPENACC,4,31.003,30.621,-95960634.463,21.094,28.074,GPU - 1 threads
AA,unrooted,WAG,tree_7,OMP_48,4,14.774,600.212,-95960634.463,21.094,13.309,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_7,OMP_10,1,38.342,364.795,-95960634.463,21.094,36.967,AVX+FMA - 10 threads (10 CPU cores detected)
AA,unrooted,WAG,tree_7,OPENACC,7,30.199,29.866,-95960634.463,21.094,27.451,GPU - 1 threads
AA,unrooted,WAG,tree_7,OPENACC,9,30.678,30.356,-95960634.463,21.094,27.809,GPU - 1 threads
AA,unrooted,WAG,tree_7,OMP_48,3,15.45,600.244,-95960634.463,21.094,13.993,AVX+FMA - 48 threads (48 CPU cores detected)
AA,unrooted,WAG,tree_7,OMP_48,5,14.93,607.62,-95960634.463,21.094,13.507,AVX+FMA - 48 threads (48 CPU cores detected)
