data_type,tree_type,model,tree,backend,run,walltime,cputime,log_likelihood,tree_length,opt_time,kernel
AA,rooted,JTT,tree_1,OMP_10,1,38.699,367.692,-95461509.831,21.479,37.463,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,7,30.786,30.423,-95461509.831,21.479,27.919,GPU - 1 threads
AA,rooted,JTT,tree_1,OPENACC,9,31.316,30.921,-95461509.831,21.479,28.451,GPU - 1 threads
AA,rooted,JTT,tree_1,VANILA,4,292.749,285.89,-95461509.831,21.479,289.732,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,3,17.529,643.733,-95461509.831,21.479,16.303,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,7,281.754,275.23,-95461509.831,21.479,278.992,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,9,281.143,274.275,-95461509.831,21.479,278.363,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,6,40.561,354.749,-95461509.831,21.479,38.974,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,4,32.405,31.962,-95461509.831,21.479,29.249,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_10,9,41.481,395.269,-95461509.831,21.479,40.162,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,4,16.131,628.411,-95461509.831,21.479,14.884,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,2,16.123,633.18,-95461509.831,21.479,14.9,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,1,284.236,277.4,-95461509.831,21.479,281.147,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,2,30.759,30.432,-95461509.831,21.479,27.91,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_48,5,15.687,637.136,-95461509.831,21.479,14.274,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,1,31.245,30.838,-95461509.831,21.479,28.359,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_10,8,38.804,369.035,-95461509.831,21.479,37.572,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,10,289.664,282.19,-95461509.831,21.479,286.522,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,2,292.68,285.951,-95461509.831,21.479,289.531,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,7,38.807,369.414,-95461509.831,21.479,37.582,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,6,16.486,640.455,-95461509.831,21.479,15.209,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,3,290.901,284.243,-95461509.831,21.479,287.764,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,9,14.88,621.161,-95461509.831,21.479,13.527,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,4,39.354,370.166,-95461509.831,21.479,38.083,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,1,20.495,668.605,-95461509.831,21.479,19.148,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,3,36.236,31.559,-95461509.831,21.479,28.948,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_10,3,38.94,369.351,-95461509.831,21.479,37.649,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,5,38.948,370.252,-95461509.831,21.479,37.638,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_48,8,19.385,647.25,-95461509.831,21.479,17.926,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,8,289.854,283.139,-95461509.831,21.479,287.139,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,6,292.23,285.36,-95461509.831,21.479,289.439,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,10,31.591,31.195,-95461509.831,21.479,28.669,GPU - 1 threads
AA,rooted,JTT,tree_1,OPENACC,5,31.305,30.91,-95461509.831,21.479,28.362,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_48,7,20.248,671.852,-95461509.831,21.479,18.89,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,10,41.945,397.717,-95461509.831,21.479,40.565,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OMP_10,2,38.994,370.598,-95461509.831,21.479,37.716,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_1,OPENACC,8,31.165,30.776,-95461509.831,21.479,28.281,GPU - 1 threads
AA,rooted,JTT,tree_1,OPENACC,6,31.883,31.494,-95461509.831,21.479,28.887,GPU - 1 threads
AA,rooted,JTT,tree_1,OMP_48,10,20.29,657.973,-95461509.831,21.479,18.922,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_1,VANILA,5,293.849,286.061,-95461509.831,21.479,290.236,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,6,17.107,671.496,-90714872.763,20.275,15.623,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,6,38.183,352.567,-90714872.763,20.275,36.69,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,10,40.484,384.305,-90714872.763,20.275,39.132,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,1,15.817,643.691,-90714872.763,20.275,14.43,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,7,15.213,619.094,-90714872.763,20.275,13.757,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,1,39.074,370.277,-90714872.763,20.275,37.815,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,7,38.932,370.074,-90714872.763,20.275,37.723,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,4,15.939,629.94,-90714872.763,20.275,14.694,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,2,16.747,678.868,-90714872.763,20.275,15.269,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,8,15.248,626.199,-90714872.763,20.275,13.797,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,10,18.9,628.814,-90714872.763,20.275,17.555,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,8,39.083,371.112,-90714872.763,20.275,37.827,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,4,39.025,370.252,-90714872.763,20.275,37.696,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,2,39.123,371.896,-90714872.763,20.275,37.872,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,3,16.209,638.42,-90714872.763,20.275,14.973,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,5,19.945,677.683,-90714872.763,20.275,18.451,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_48,9,14.985,606.712,-90714872.763,20.275,13.558,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,9,41.197,391.271,-90714872.763,20.275,39.773,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,3,39.118,371.436,-90714872.763,20.275,37.883,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_10,OMP_10,5,38.941,370.115,-90714872.763,20.275,37.714,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,9,32.065,302.127,-90970159.054,19.958,30.796,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,4,12.753,486.209,-90970159.054,19.958,11.502,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,3,25.057,24.669,-90970159.054,19.958,22.093,GPU - 1 threads
AA,rooted,JTT,tree_2,OMP_10,6,30.859,280.372,-90970159.054,19.958,29.336,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,3,12.402,482.434,-90970159.054,19.958,11.138,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,3,224.825,218.603,-90970159.054,19.958,221.932,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,1,31.077,292.205,-90970159.054,19.958,29.831,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,5,226.816,220.052,-90970159.054,19.958,223.703,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,7,31.119,292.712,-90970159.054,19.958,29.864,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,5,11.465,457.155,-90970159.054,19.958,10.002,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,6,25.182,24.79,-90970159.054,19.958,22.243,GPU - 1 threads
AA,rooted,JTT,tree_2,OPENACC,8,24.375,24.014,-90970159.054,19.958,21.562,GPU - 1 threads
AA,rooted,JTT,tree_2,OMP_10,8,31.344,293.667,-90970159.054,19.958,30.103,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,5,24.947,24.551,-90970159.054,19.958,21.975,GPU - 1 threads
AA,rooted,JTT,tree_2,OPENACC,10,25.023,24.626,-90970159.054,19.958,22.077,GPU - 1 threads
AA,rooted,JTT,tree_2,VANILA,6,226.709,220.026,-90970159.054,19.958,222.348,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,8,226.37,219.632,-90970159.054,19.958,223.636,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,2,14.485,478.329,-90970159.054,19.958,11.916,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,3,31.12,292.78,-90970159.054,19.958,29.868,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,4,25.346,24.904,-90970159.054,19.958,22.284,GPU - 1 threads
AA,rooted,JTT,tree_2,OMP_48,1,11.913,471.421,-90970159.054,19.958,10.509,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,9,218.896,212.074,-90970159.054,19.958,216.108,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,7,219.967,213.469,-90970159.054,19.958,217.11,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,9,11.894,481.863,-90970159.054,19.958,10.502,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,4,31.03,292.394,-90970159.054,19.958,29.797,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,4,224.607,218.178,-90970159.054,19.958,221.489,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,6,11.963,463.206,-90970159.054,19.958,10.685,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,9,24.356,23.983,-90970159.054,19.958,21.501,GPU - 1 threads
AA,rooted,JTT,tree_2,OPENACC,7,24.31,23.956,-90970159.054,19.958,21.496,GPU - 1 threads
AA,rooted,JTT,tree_2,VANILA,2,224.569,218.221,-90970159.054,19.958,221.526,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,10,224.235,218.826,-90970159.054,19.958,221.218,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,2,31.249,294.115,-90970159.054,19.958,29.991,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,1,24.55,24.167,-90970159.054,19.958,21.649,GPU - 1 threads
AA,rooted,JTT,tree_2,OMP_48,10,11.515,447.016,-90970159.054,19.958,10.367,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OPENACC,2,24.489,24.146,-90970159.054,19.958,21.628,GPU - 1 threads
AA,rooted,JTT,tree_2,OMP_48,7,12.098,468.441,-90970159.054,19.958,10.82,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,10,32.52,306.066,-90970159.054,19.958,31.231,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,VANILA,1,225.519,218.918,-90970159.054,19.958,222.654,AVX+FMA - 1 threads (1 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_10,5,30.979,292.408,-90970159.054,19.958,29.792,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_2,OMP_48,8,11.676,468.632,-90970159.054,19.958,10.226,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,2,12.263,498.534,-84744167.529,18.001,10.933,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,4,25.391,24.951,-84744167.529,18.001,22.335,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_10,8,30.459,286.956,-84744167.529,18.001,29.189,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,5,13.79,504.015,-84744167.529,18.001,12.57,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,9,24.496,24.134,-84744167.529,18.001,21.599,GPU - 1 threads
AA,rooted,JTT,tree_3,OPENACC,7,24.383,24.017,-84744167.529,18.001,21.583,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_10,7,30.306,286.028,-84744167.529,18.001,29.061,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,1,24.508,24.059,-84744167.529,18.001,21.625,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_10,1,30.246,285.349,-84744167.529,18.001,29.053,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,3,13.095,494.691,-84744167.529,18.001,11.884,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,6,45.581,315.314,-84744167.529,18.001,44.033,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,4,11.839,471.81,-84744167.529,18.001,10.343,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,2,24.415,24.069,-84744167.529,18.001,21.608,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_10,9,32.461,306.955,-84744167.529,18.001,31.146,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,8,14.716,524.174,-84744167.529,18.001,13.03,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,5,30.439,287.422,-84744167.529,18.001,29.222,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,10,32.379,304.954,-84744167.529,18.001,31.031,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,7,15.13,510.89,-84744167.529,18.001,13.762,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,3,25.26,24.874,-84744167.529,18.001,22.243,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_48,10,13.988,483.974,-84744167.529,18.001,12.76,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,2,30.455,287.468,-84744167.529,18.001,29.199,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,6,25.068,24.693,-84744167.529,18.001,22.11,GPU - 1 threads
AA,rooted,JTT,tree_3,OPENACC,8,24.416,24.05,-84744167.529,18.001,21.609,GPU - 1 threads
AA,rooted,JTT,tree_3,OMP_48,6,14.04,494.021,-84744167.529,18.001,12.798,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,4,30.342,286.324,-84744167.529,18.001,29.055,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,9,11.662,473.092,-84744167.529,18.001,10.341,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_48,1,12.626,488.201,-84744167.529,18.001,11.239,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_3,OMP_10,3,30.487,287.219,-84744167.529,18.001,29.23,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_3,OPENACC,5,24.855,24.426,-84744167.529,18.001,21.925,GPU - 1 threads
AA,rooted,JTT,tree_3,OPENACC,10,25.048,24.654,-84744167.529,18.001,22.117,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_48,2,16.306,623.729,-91232353.358,20.767,15.085,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,5,31.153,30.779,-91232353.358,20.767,28.254,GPU - 1 threads
AA,rooted,JTT,tree_4,OPENACC,10,31.271,30.893,-91232353.358,20.767,28.349,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_10,7,40.489,384.386,-91232353.358,20.767,39.202,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,6,31.55,31.137,-91232353.358,20.767,28.567,GPU - 1 threads
AA,rooted,JTT,tree_4,OPENACC,8,30.898,30.537,-91232353.358,20.767,27.991,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_10,8,40.524,384.995,-91232353.358,20.767,39.286,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,5,20.493,654.822,-91232353.358,20.767,19.075,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,3,14.953,607.623,-91232353.358,20.767,13.538,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,1,40.496,384.703,-91232353.358,20.767,39.281,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,4,17.435,637.372,-91232353.358,20.767,16.142,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,9,42.102,399.686,-91232353.358,20.767,40.782,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,3,31.656,31.271,-91232353.358,20.767,28.649,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_10,6,39.321,364.883,-91232353.358,20.767,37.694,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,10,40.935,390.442,-91232353.358,20.767,39.677,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,7,14.475,594.267,-91232353.358,20.767,13.102,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,8,16.014,619.049,-91232353.358,20.767,14.732,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,5,40.539,384.8,-91232353.358,20.767,39.21,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,2,30.661,30.315,-91232353.358,20.767,27.845,GPU - 1 threads
AA,rooted,JTT,tree_4,OPENACC,1,30.906,30.427,-91232353.358,20.767,27.901,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_48,10,14.77,586.042,-91232353.358,20.767,13.518,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,2,40.702,386.189,-91232353.358,20.767,39.395,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,9,30.584,30.248,-91232353.358,20.767,27.776,GPU - 1 threads
AA,rooted,JTT,tree_4,OPENACC,7,30.436,30.059,-91232353.358,20.767,27.631,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_10,4,40.475,384.47,-91232353.358,20.767,39.199,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,9,16.46,619.73,-91232353.358,20.767,15.209,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_48,6,17.425,633.814,-91232353.358,20.767,16.186,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_4,OMP_10,3,40.473,384.621,-91232353.358,20.767,39.251,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_4,OPENACC,4,32.132,31.692,-91232353.358,20.767,28.983,GPU - 1 threads
AA,rooted,JTT,tree_4,OMP_48,1,16.598,630.675,-91232353.358,20.767,15.319,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_10,6,41.213,359.427,-91430861.296,20.959,39.614,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,2,30.556,30.188,-91430861.296,20.959,27.739,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,9,40.522,384.501,-91430861.296,20.959,39.148,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,4,17.911,639.214,-91430861.296,20.959,15.571,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_10,1,39.256,372.156,-91430861.296,20.959,37.965,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,1,30.708,30.341,-91430861.296,20.959,27.841,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_48,3,15.023,587.155,-91430861.296,20.959,13.749,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,5,14.329,585.871,-91430861.296,20.959,12.911,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_10,8,39.34,372.897,-91430861.296,20.959,38.002,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,9,30.955,30.582,-91430861.296,20.959,28.101,GPU - 1 threads
AA,rooted,JTT,tree_5,OPENACC,7,30.868,30.514,-91430861.296,20.959,27.975,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,7,39.228,372.523,-91430861.296,20.959,37.97,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,4,31.88,31.432,-91430861.296,20.959,28.833,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_48,2,15.83,608.369,-91430861.296,20.959,14.578,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,1,17.654,642.826,-91430861.296,20.959,16.427,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,5,31.482,31.071,-91430861.296,20.959,28.495,GPU - 1 threads
AA,rooted,JTT,tree_5,OPENACC,10,31.51,31.116,-91430861.296,20.959,28.52,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,3,39.269,372.821,-91430861.296,20.959,38.034,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,6,16.026,612.02,-91430861.296,20.959,14.668,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,9,14.947,601.892,-91430861.296,20.959,13.503,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,6,31.626,31.232,-91430861.296,20.959,28.682,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,4,39.164,372.12,-91430861.296,20.959,37.911,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,8,30.795,30.434,-91430861.296,20.959,27.972,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,2,39.345,374.045,-91430861.296,20.959,38.085,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,10,20.479,655.636,-91430861.296,20.959,18.964,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OPENACC,3,31.802,31.416,-91430861.296,20.959,28.785,GPU - 1 threads
AA,rooted,JTT,tree_5,OMP_10,5,39.294,372.991,-91430861.296,20.959,38.052,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,8,14.972,609.069,-91430861.296,20.959,13.649,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_48,7,19.878,634.412,-91430861.296,20.959,18.453,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_5,OMP_10,10,41.803,397.0,-91430861.296,20.959,40.483,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OPENACC,8,24.342,23.948,-95661678.958,21.011,21.523,GPU - 1 threads
AA,rooted,JTT,tree_6,OPENACC,6,24.782,24.394,-95661678.958,21.011,21.872,GPU - 1 threads
AA,rooted,JTT,tree_6,OMP_48,3,12.394,487.654,-95661678.958,21.011,11.206,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_10,1,31.053,291.111,-95661678.958,21.011,29.776,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_10,9,32.317,303.22,-95661678.958,21.011,31.018,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_48,4,16.416,530.673,-95661678.958,21.011,15.059,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_6,OPENACC,10,24.633,24.271,-95661678.958,21.011,21.706,GPU - 1 threads
AA,rooted,JTT,tree_6,OPENACC,5,24.73,24.346,-95661678.958,21.011,21.791,GPU - 1 threads
AA,rooted,JTT,tree_6,OMP_10,6,30.373,277.205,-95661678.958,21.011,28.911,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_48,2,13.675,485.854,-95661678.958,21.011,11.614,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_6,OPENACC,3,24.898,24.535,-95661678.958,21.011,21.955,GPU - 1 threads
AA,rooted,JTT,tree_6,OMP_10,7,31.077,291.848,-95661678.958,21.011,29.836,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_48,5,14.512,469.518,-95661678.958,21.011,10.3,AVX+FMA - 48 threads (48 CPU cores detected)
AA,rooted,JTT,tree_6,OMP_10,8,31.19,292.3,-95661678.958,21.011,29.924,AVX+FMA - 10 threads (10 CPU cores detected)
AA,rooted,JTT,tree_6,OPENACC,1,24.457,23.918,-95661678.958,21.011,21.471,GPU - 1 threads
