file,datatype,model,taxa,sites,hardware,status,nt,host,distinct_patterns,wall_total_s,wall_tree_s,is_resumed,wall_fastml_s,best_logL,energy_cpu_total_J,energy_gpu_total_J,energy_cpu_ts_J,energy_gpu_ts_J,energy_cpu_mf_J,energy_gpu_mf_J,gpu_mem_peak_MB,gpu_mem_cap_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,cpu_mem_cap_MB,wall_mf_s
output_cpu_bfgs_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_104,COMPLETE,104.0,gadi-cpu-spr-0510.gadi.nci.org.au,946439,17609.829,10044.423,False,308.314,-78605196.573,12193725.18,,7005104.568,,5136951.404,,,,,75504.695,515652.582,7565.406000000001
output_cpu_bfgs_AA_LG+I+G4_OMP_48_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_CLX_OMP48_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_aa.log,AA,LG+I+G4,100,1000000,cpu_OMP_48,COMPLETE,48.0,gadi-cpu-clx-1828.gadi.nci.org.au,946439,42393.692,25255.075,False,550.856,-78605196.573,18355743.456,,11193204.506,,7084848.879,,,,,75399.727,193084.496,17138.617000000002
output_cpu_bootstrap_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_1000000len_ninit2_BOOT100_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,103.0,gadi-cpu-spr-0495.gadi.nci.org.au,946439,11960.358,6105.687,False,263.618,-78596362.651,,,4263838.544,,3937582.913,,,,,,,5854.671
output_cpu_bootstrap_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_1000000len_ninit2_UFBOOT1000_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,103.0,gadi-cpu-spr-0542.gadi.nci.org.au,946439,16919.28,11002.023,False,262.24,-78605196.573,11682950.921,,7629807.501,,3964999.636,,,,,89901.312,515652.531,5917.257
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-G4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0111.gadi.nci.org.au,946439,38.421,0.0,False,,-78605196.52,29778.898,,0.906,,,,,,,60683.387,515652.586,38.421
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0199.gadi.nci.org.au,946439,7600.459,0.0,False,,-78605196.526,5297314.129,,0.0,,,,,,,60712.367,515652.578,7600.459
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R3_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0704.gadi.nci.org.au,946439,94.29,0.0,False,,-78686194.513,65699.775,,0.0,,,,,,,60758.242,515652.559,94.29
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0563.gadi.nci.org.au,946439,1033.951,0.0,False,,-78605197.696,704163.313,,0.0,,,,,,,75074.789,515652.586,1033.951
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R5_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0571.gadi.nci.org.au,946439,923.4929790497,0.0001001358,False,,-78605223.99511835,637275.821,,0.0,,,,,,,89369.621,515652.574,923.4928789139
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R6_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0705.gadi.nci.org.au,946439,1186.921,0.0,False,,-78605215.249,820872.354,,0.0,,,,,,,103682.621,515652.582,1186.921
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R7_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0494.gadi.nci.org.au,946439,1111.169,0.0,False,,-78605221.579,760120.423,,0.417,,,,,,,117995.363,515652.496,1111.169
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0288.gadi.nci.org.au,946439,31.852,0.0,False,,-82958960.162,24192.753,,0.0,,,,,,,17766.207,515652.559,31.852
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R2_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0696.gadi.nci.org.au,946439,58.198,0.0,False,,-79416820.101,41921.844,,0.0,,,,,,,46430.773,515653.562,58.198
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R4_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0696.gadi.nci.org.au,946439,47.075,0.0,False,,-78605195.807,34465.2,,0.0,,,,,,,75056.715,515653.562,47.075
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R5_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0572.gadi.nci.org.au,946439,933.513,0.0,False,,-78605224.013,647485.522,,0.0,,,,,,,89369.57,515652.543,933.513
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R6_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0701.gadi.nci.org.au,946439,1148.636,0.0,False,,-78605217.849,797227.19,,0.0,,,,,,,103682.594,515652.543,1148.636
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R7_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0237.gadi.nci.org.au,946439,1148.539,0.0,False,,-78605221.541,792802.165,,0.0,,,,,,,117995.445,515652.555,1148.539
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_1000000_iqtree3_AA_INTEL_VANILA_OMP104_LG_100taxa_1000000len_modelwise_te_aa.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0573.gadi.nci.org.au,946439,21.209,0.0,False,,-83153299.507,15059.98,,0.0,,,,,,,17766.23,515652.547,21.209
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0007.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_maxwt2_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0016.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_moremem_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,COMPLETE,12.0,gadi-gpu-h200-0018.gadi.nci.org.au,946439,109812.81,72915.785,False,370.719,-78605196.435,,,,,,,,,,,,36897.024999999994
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_morewt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0004.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_V100,STILL_RUNNING,12.0,gadi-gpu-v100-0068.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_maxwt2_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_V100,STILL_RUNNING,12.0,gadi-gpu-v100-0048.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_moremem_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_V100,COMPLETE,12.0,gadi-gpu-v100-0138.gadi.nci.org.au,946439,171643.856,88722.259,False,1076.33,-78605196.435,,,,,,,,,,,,82921.597
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_jolt_morewt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_V100,STILL_RUNNING,12.0,gadi-gpu-v100-0012.gadi.nci.org.au,946439,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0013.gadi.nci.org.au,946439,37.077,0.0,False,,-78605196.435,,,,,,,,,,,,37.077
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0008.gadi.nci.org.au,946439,301.394,0.0,False,,-78605196.44,,,,,,,,,,,,301.394
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R1_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0005.gadi.nci.org.au,946439,89.084,0.0,False,,-82958960.162,,,,,,,,,,,,89.084
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R2_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0015.gadi.nci.org.au,946439,485.404,0.0,False,,-79375591.945,,,,,,,,,,,,485.404
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R3_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0005.gadi.nci.org.au,946439,1057.852,0.0,False,,-78686194.513,,,,,,,,,,,,1057.852
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0009.gadi.nci.org.au,946439,10676.281,0.0,False,,-78605197.696,,,,,,,,,,,,10676.281
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R6_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0015.gadi.nci.org.au,946439,13239.499,0.0,False,,-78605215.242,,,,,,,,,,,,13239.499
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R7_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0004.gadi.nci.org.au,946439,10895.419,0.0,False,,-78605220.905,,,,,,,,,,,,10895.419
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0003.gadi.nci.org.au,946439,168.509,0.0,False,,-82958960.162,,,,,,,,,,,,168.509
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R2_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0023.gadi.nci.org.au,946439,473.567,0.0,False,,-79416820.101,,,,,,,,,,,,473.567
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0016.gadi.nci.org.au,946439,952.239,0.0,False,,-78689265.312,,,,,,,,,,,,952.239
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0018.gadi.nci.org.au,946439,650.881,0.0,False,,-78605195.807,,,,,,,,,,,,650.881
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R5_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0004.gadi.nci.org.au,946439,9777.13,0.0,False,,-78605224.013,,,,,,,,,,,,9777.13
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R6_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0001.gadi.nci.org.au,946439,12363.881,0.0,False,,-78605217.649,,,,,,,,,,,,12363.881
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R7_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0016.gadi.nci.org.au,946439,11126.489,0.0,False,,-78605221.469,,,,,,,,,,,,11126.489
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0003.gadi.nci.org.au,946439,13.344,0.0,False,,-83153299.507,,,,,,,,,,,,13.344
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_stable_H200,COMPLETE,,gadi-gpu-h200-0017.gadi.nci.org.au,946439,10487.077,5595.913,False,144.729,-78605196.573,2769481.273,4775625.543,1476488.071,2532280.029,1275798.94,2223133.793,104892.688,143771.0,104018.0,3441.816,1031781.77,4891.164
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_stable_H200_nt12,COMPLETE,12.0,gadi-gpu-h200-0017.gadi.nci.org.au,946439,11082.96,5504.812,False,159.665,-78605196.573,2923806.896,4609811.471,1449842.142,2427828.013,1459872.486,2164440.448,104890.688,143771.0,104016.0,3548.457,1031781.77,5578.147999999999
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_stable_V100,COMPLETE,,gadi-gpu-v100-0013.gadi.nci.org.au,946439,27551.665,16881.172,False,323.831,-78605196.573,4280754.585,6734784.21,2713028.796,4089100.645,1547278.817,2618189.672,10463.25,32768.0,9876.0,3439.371,385603.184,10670.493000000002
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_V100_LG-I-G4_100taxa_1000000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_stable_V100_nt12,COMPLETE,12.0,gadi-gpu-v100-0009.gadi.nci.org.au,946439,28301.961,16779.038,False,342.685,-78605196.573,4190670.345,7317046.848,2492026.417,4383629.366,1681515.407,2905328.813,10461.25,32768.0,9874.0,3545.82,385603.191,11522.922999999999
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0008.gadi.nci.org.au,946439,27.619,0.005,False,,-78605196.52,10497.332,9864.737,1.432,0.0,,,61050.688,143771.0,60176.0,2359.449,1031781.773,27.614
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0021.gadi.nci.org.au,946439,3826.138,0.01,False,,-78605196.526,1001455.919,1863880.153,2.445,0.0,,,61050.688,143771.0,60176.0,2359.238,1031781.746,3826.1279999999997
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R1_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,946439,9.36,0.007,False,,-709782712.9,4550.496,3150.376,1.889,0.0,,,18890.688,143771.0,18016.0,2345.066,1031781.773,9.353
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R2_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0027.gadi.nci.org.au,946439,47.391,0.004,False,,-79375591.945,15634.082,19291.751,1.235,0.0,,,33598.688,143771.0,32724.0,2354.461,1031781.789,47.387
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R3_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0005.gadi.nci.org.au,946439,49.735,0.004,False,,-78686194.513,20895.869,20519.858,1.569,23.778,,,48298.688,143771.0,47424.0,2368.852,1031781.777,49.731
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,946439,492.569,0.004,False,,-78605197.696,128946.135,223761.394,1.102,0.0,,,62788.688,143771.0,61914.0,2374.977,1031781.746,492.565
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R5_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0002.gadi.nci.org.au,946439,466.9474599361,0.003757,False,,-78605223.99511862,118510.626,223733.409,1.035,0.0,,,77710.688,143771.0,76836.0,2371.047,1031781.746,466.9437029361
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R7_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0023.gadi.nci.org.au,946439,585.558,0.004,False,,-78605220.476,212641.448,284642.311,1.139,0.0,,,107548.688,143771.0,106674.0,2403.023,1031781.777,585.554
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0021.gadi.nci.org.au,946439,20.501,0.008,False,,-82958960.162,7768.813,7813.673,2.142,0.0,,,17152.688,143771.0,16278.0,2330.074,1031781.746,20.493000000000002
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R1_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,946439,10.233,0.008,False,,-83153299.507,4930.618,3556.413,1.995,0.0,,,17152.688,143771.0,16278.0,2329.965,1031781.773,10.225000000000001
