file,datatype,model,taxa,sites,hardware,status,nt,host,distinct_patterns,wall_total_s,wall_tree_s,is_resumed,wall_fastml_s,best_logL,energy_cpu_total_J,energy_gpu_total_J,energy_cpu_ts_J,energy_gpu_ts_J,energy_cpu_mf_J,energy_gpu_mf_J,gpu_mem_peak_MB,gpu_mem_cap_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,cpu_mem_cap_MB,wall_mf_s
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R2_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0015.gadi.nci.org.au,946439,42.862,0.01,False,,-79416820.101,19602.561,16832.332,3.567,0.0,,,33598.688,143771.0,32724.0,2354.469,1031781.754,42.852000000000004
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R3_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0022.gadi.nci.org.au,946439,51.094,0.018,False,,-78689265.312,15001.184,20963.739,4.134,0.0,,,48298.688,143771.0,47424.0,2368.871,1031781.762,51.076
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,946439,36.779,0.006,False,,-78605195.807,11536.544,13763.971,1.268,0.0,,,62788.688,143771.0,61914.0,2374.465,1031781.773,36.773
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R5_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0005.gadi.nci.org.au,946439,486.951,0.017,False,,-78605224.013,170415.157,234220.052,5.722,0.0,,,77710.688,143771.0,76836.0,2370.938,1031781.777,486.934
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R6_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0005.gadi.nci.org.au,946439,633.76,0.008,False,,-78605217.825,227123.974,308334.957,2.475,0.0,,,92630.688,143771.0,91756.0,2370.969,1031781.777,633.752
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R7_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0004.gadi.nci.org.au,946439,585.208,0.007,False,,-78605221.885,148081.043,283693.987,1.733,0.0,,,107548.688,143771.0,106674.0,2402.883,1031781.742,585.201
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,unknown,COMPLETE,,gadi-gpu-h200-0021.gadi.nci.org.au,946439,9.737,0.006,False,,-83153299.507,4960.605,3265.983,1.605,0.0,,,17152.688,143771.0,16278.0,2330.148,1031781.746,9.731
output_cpu_bfgs_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,COMPLETE,104.0,gadi-cpu-spr-0419.gadi.nci.org.au,9251287,229810.542,125445.571,True,6480.794,-782587990.703,38941930.774,,38775521.823,,68435606.564,,,,,342521.184,515652.527,104364.97099999999
output_cpu_bootstrap_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_10000000len_ninit2_BOOT100_aa.log,AA,LG+I+G4,100,10000000,unknown,STILL_RUNNING,103.0,gadi-cpu-spr-0494.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cpu_bootstrap_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_10000000len_ninit2_UFBOOT1000_aa.log,AA,LG+I+G4,100,10000000,unknown,STILL_RUNNING,103.0,gadi-cpu-spr-0554.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-G4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0571.gadi.nci.org.au,9251287,526.019,0.0,False,,-782587989.192,393448.848,,0.0,,,,,,,326644.078,515652.574,526.019
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,STILL_RUNNING,104.0,gadi-cpu-spr-0288.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R1_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0019.gadi.nci.org.au,9251287,165.745,0.0,False,,-825762690.314,161510.387,,0.0,,,,,,,313739.469,515652.535,165.745
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R2_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0661.gadi.nci.org.au,9251287,1160.38,0.001,False,,-790171808.176,783798.189,,0.416,,,,,,,453591.859,515652.543,1160.3790000000001
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R3_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0022.gadi.nci.org.au,9251287,1610.226,0.001,False,,-783373117.155,1056394.342,,0.451,,,,,,,470275.523,515652.527,1610.2250000000001
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0572.gadi.nci.org.au,9251287,13763.172,0.001,False,,-782588019.921,9105697.11,,0.288,,,,,,,466993.676,515652.543,13763.171
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R5_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0575.gadi.nci.org.au,9251287,14656.322,0.001,False,,-782588252.922,9675310.284,,0.0,,,,,,,462982.652,515652.566,14656.321
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R6_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0705.gadi.nci.org.au,9251287,17560.1339249611,0.0005290508,False,,-782588199.1949732,11658530.63,,0.957,,,,,,,461164.402,515652.582,17560.1333959103
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R7_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0707.gadi.nci.org.au,9251287,32833.8217999935,0.0058789253,False,,-782588260.525994,21747208.059,,1.806,,,,,,,459137.75,515652.555,32833.8159210682
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0197.gadi.nci.org.au,9251287,497.72,0.0,False,,-825762690.315,342907.101,,0.0,,,,,,,173397.434,515652.625,497.72
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R1_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0572.gadi.nci.org.au,9251287,133.713,0.0,False,,-827775381.071,127524.18,,0.0,,,,,,,173397.512,515652.543,133.713
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R2_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0398.gadi.nci.org.au,9251287,1182.778,0.001,False,,-790602381.657,787309.052,,0.399,,,,,,,453567.801,515652.555,1182.777
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R3_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0397.gadi.nci.org.au,9251287,1332.781,0.0,False,,-783405092.745,931871.588,,0.0,,,,,,,470278.309,515652.551,1332.781
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0702.gadi.nci.org.au,9251287,802.859,0.001,False,,-782587988.958,521783.199,,0.538,,,,,,,466995.555,515652.555,802.8580000000001
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R5_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0451.gadi.nci.org.au,9251287,12640.271,0.001,False,,-782588323.75,8484046.342,,0.523,,,,,,,462842.508,515652.551,12640.27
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R6_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0706.gadi.nci.org.au,9251287,21603.741,0.001,False,,-782588204.622,14330381.095,,0.0,,,,,,,461164.148,515652.523,21603.74
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R7_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0565.gadi.nci.org.au,9251287,34382.115,0.001,False,,-782588243.515,22790137.859,,0.259,,,,,,,460229.766,515652.535,34382.114
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,104.0,gadi-cpu-spr-0198.gadi.nci.org.au,9251287,94.058,0.0,False,,-827775381.072,82909.847,,0.381,,,,,,,173397.43,515652.559,94.058
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0006.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_nt12_jolt_maxwt2_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0012.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_nt12_jolt_morewt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0029.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_bfgs_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_V100_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_nt12_jolt_maxwt2_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_V100,STILL_RUNNING,12.0,gadi-gpu-v100-0013.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0013.gadi.nci.org.au,9251287,673.766,0.0,False,,-782587989.018,,,,,,,,,,,,673.766
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0013.gadi.nci.org.au,9251287,4107.636,0.0,False,,-782587989.025,,,,,,,,,,,,4107.636
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R1_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0027.gadi.nci.org.au,9251287,1560.602,0.0,False,,-825762690.314,,,,,,,,,,,,1560.602
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R2_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0005.gadi.nci.org.au,9251287,10470.075,0.001,False,,-790171808.176,,,,,,,,,,,,10470.074
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R3_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0008.gadi.nci.org.au,9251287,14199.889,0.0,False,,-783373117.155,,,,,,,,,,,,14199.889
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0008.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R5_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0016.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R6_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0015.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R7_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0003.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0018.gadi.nci.org.au,9251287,4047.567,0.0,False,,-825762690.315,,,,,,,,,,,,4047.567
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R1_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0004.gadi.nci.org.au,9251287,181.27,0.0,False,,-827775381.071,,,,,,,,,,,,181.27
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0004.gadi.nci.org.au,9251287,12483.838,0.001,False,,-783405092.745,,,,,,,,,,,,12483.837
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0015.gadi.nci.org.au,9251287,6392.56,0.0,False,,-782587988.958,,,,,,,,,,,,6392.56
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R5_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0002.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R6_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0023.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R7_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,STILL_RUNNING,12.0,gadi-gpu-h200-0009.gadi.nci.org.au,9251287,,,False,,,,,,,,,,,,,,
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_modelwise_H200,COMPLETE,12.0,gadi-gpu-h200-0008.gadi.nci.org.au,9251287,182.163,0.0,False,,-827775381.071,,,,,,,,,,,,182.163
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_stable_H200,COMPLETE,,gadi-gpu-h200-0003.gadi.nci.org.au,9251287,142303.66,94349.778,False,2938.024,-782587990.703,41435167.483,72969148.648,27731636.261,48231084.869,13312576.274,24224391.585,133220.688,143771.0,132346.0,35882.883,1031781.777,47953.882
output_openACC_bfgs_stable_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_10000000len_ninit2_optalg2BFGS_nt12_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_stable_H200_nt12,COMPLETE,12.0,gadi-gpu-h200-0005.gadi.nci.org.au,9251287,141959.36,93228.866,False,2955.442,-782587990.703,41742792.217,70658422.871,27244576.326,46568029.795,14154504.414,23609512.535,133220.688,143771.0,132346.0,34730.656,1031781.777,48730.49399999999
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0027.gadi.nci.org.au,9251287,234.146,0.007,False,,-782587989.192,84093.986,112842.794,1.579,0.0,,,108580.688,143771.0,107706.0,24262.465,1031781.789,234.13899999999998
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0003.gadi.nci.org.au,9251287,45867.118,0.005,False,,-782587989.206,13439494.476,23519585.846,1.256,13.131,,,108580.688,143771.0,107706.0,24262.477,1031781.777,45867.113000000005
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R2_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0006.gadi.nci.org.au,9251287,485.644,0.004,False,,-790171808.176,145205.506,220823.491,1.023,0.0,,,123218.688,143771.0,122344.0,24404.242,1031781.773,485.64
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R3_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0005.gadi.nci.org.au,9251287,567.072,0.005,False,,-783373117.155,229654.674,271693.154,1.766,0.0,,,125406.688,143771.0,124532.0,24404.391,1031781.777,567.067
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0026.gadi.nci.org.au,9251287,5556.934,0.008,False,,-782588019.921,1372585.853,2669669.074,1.954,0.0,,,125446.688,143771.0,124572.0,24404.551,1031781.781,5556.926
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R5_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0018.gadi.nci.org.au,9251287,5612.338,0.005,False,,-782588252.922,1731205.533,2893122.91,1.354,43.498,,,129770.688,143771.0,128896.0,24404.227,1031781.773,5612.333
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R6_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,unknown,COMPLETE,,gadi-gpu-h200-0015.gadi.nci.org.au,9251287,7399.7694199085,0.0043289661,False,,-782588199.3651571,2344345.296,3804013.902,1.019,0.0,,,134094.688,143771.0,133220.0,25145.453,1031781.754,7399.7650909424
