run,hardware,test,datatype,sites,complete,wall_total_s,cpu_total_s,wall_ts_s,cpu_ts_s,wall_mf_explicit_s,cpu_mf_explicit_s,is_resumed,best_logL,energy_cpu_J,energy_gpu_J,energy_total_J,e_ts_cpu_J,e_ts_gpu_J,e_mf_cpu_J,e_mf_gpu_J,gpu_name,gpu_mem_peak_MB,gpu_mem_cap_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,cpu_mem_cap_MB,mf_required_MB,mem_flag,lm_save_gpu_GB,lm_save_gpu_pct,lm_save_cpu_GB,lm_save_cpu_pct,avg_power_W,cpu_share,wall_mf_s
output_more_tests_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_100000len_ninit2_MTEST,CPU_CLX_OMP48,MTEST,DNA,100000,True,267.679,12307.39,202.931,9429.342,62.911,2809.53,False,-5692984.539,110394.163,,110394.163,83429.31,,26087.945,,,,,,1585.633,193084.637,1226.0,,,,,,412.4124903335712,1.0,62.911
output_more_tests_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_100000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_100000len_ninit2_UFBOOT1000,CPU_CLX_OMP48,UFBOOT1000,DNA,100000,True,330.549,15061.481,208.951,9683.973,117.504,5264.753,False,-5692984.539,149247.63,,149247.63,94047.929,,53214.333,,,,,,2118.742,193084.602,3425.0,,,,,,451.51438969714025,1.0,117.504
output_more_tests_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_1000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_1000len_ninit2_MIXGTR,CPU_CLX_OMP48,MIXGTR,DNA,1000,True,33.347,1462.545,31.472,1420.315,,,False,-59877.112,11098.454,,11098.454,10622.493,,,,,,,,22.832,193084.633,,,,,,,332.8171649623654,1.0,1.875
output_more_tests_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_1000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_1000len_ninit2_MTEST,CPU_CLX_OMP48,MTEST,DNA,1000,True,48.969,2208.877,38.809,1821.316,9.877,374.618,False,-56180.293,16379.111,,16379.111,13198.807,,3055.098,,,,,,70.141,193084.496,12.0,,,,,,334.47918070616106,1.0,9.877
output_more_tests_DNA_GTR+I+G4_OMP_48_taxa100_run1_tree_1_1000_iqtree3_DNA_INTEL_VANILA_CLX_OMP48_GTR-I-G4_100taxa_1000len_ninit2_UFBOOT1000,CPU_CLX_OMP48,UFBOOT1000,DNA,1000,True,85.604,3830.148,67.414,3099.477,17.469,698.808,False,-56180.293,28610.938,,28610.938,22736.016,,5532.592,,,,,,102.348,193084.523,35.0,,,,,,334.22431194803977,1.0,17.469
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_10000000len_ninit2_MTEST_OPENACC_run1_tree_1_10000000_iqtree,GPU_H200,MTEST,DNA,10000000,True,11392.727,11199.789,7426.715,7368.954,3776.536,3646.453,False,-578953728.648,3388358.905,4961885.329,8350244.233999999,2189003.838,3298618.869,1111213.13,1608955.643,NVIDIA H200,141340.688,143771.0,140466.0,28770.223,1031781.762,95501.0,,124.94,89.533,,,732.945170546086,0.40577961674504,3776.536
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_10000000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_10000000_iqtree,GPU_H200,UFBOOT1000,DNA,10000000,True,47000.11,46147.848,22667.899,22562.989,22753.2,22054.523,False,-578953758.649,12746463.799,23739431.656,36485895.455,6114000.851,11912701.097,6152826.015,11069718.315,NVIDIA H200,141666.688,143771.0,140792.0,59808.191,1031781.777,95398.0,,124.94,89.533,,,776.2938311208208,0.3493531853897048,22753.2
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000000len_ninit2_MTEST_OPENACC_run1_tree_1_1000000_iqtree,GPU_H200,MTEST,DNA,1000000,True,1738.757,1712.09,961.292,960.819,758.91,733.111,False,-59208019.245,474496.145,646879.315,1121375.46,260376.133,357325.099,205992.579,284763.635,NVIDIA H200,31338.688,143771.0,30464.0,3683.773,1031781.785,12129.0,,,,,,644.929371959394,0.4231376215420302,758.91
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_1000000_iqtree,GPU_H200,UFBOOT1000,DNA,1000000,True,5195.435,5135.461,4109.475,4094.754,1052.655,1009.035,False,-59208019.245,1433275.188,1168780.411,2602055.5990000004,1129720.027,760099.765,289652.696,400369.756,NVIDIA H200,71810.688,143771.0,70936.0,6013.012,1031781.777,33892.0,,,,,,500.83498282626965,0.5508241978191488,1052.655
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000000len_ninit2_MTEST_OPENACC_run1_tree_1_1000000_iqtree,GPU_V100,MTEST,DNA,1000000,True,5081.386,5036.148,3096.609,3090.978,1943.358,1904.551,False,-59208019.245,728966.139,957114.834,1686080.973,444419.965,573381.015,276363.804,378002.61,Tesla V100-SXM2-32GB,31049.25,32768.0,30462.0,3795.086,385600.188,12129.0,,,,,,331.81517267139316,0.4323434939799893,1943.358
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_1000000_iqtree,GPU_V100,UFBOOT1000,DNA,1000000,True,10047.411,9967.742,7257.481,7243.215,2731.188,2667.408,False,-59208019.245,1426316.849,1339013.578,2765330.427,1025856.649,831915.798,388018.21,498392.272,Tesla V100-SXM2-32GB,29647.25,32768.0,29060.0,7307.512,385600.188,33892.0,,,,,,275.22815847784074,0.5157853235453514,2731.188
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_ninit2_MTEST_OPENACC_run1_tree_1_100000_iqtree,GPU_H200,MTEST,DNA,100000,True,387.166,384.367,282.383,282.345,102.664,99.957,False,-5692984.527,103598.317,72700.215,176298.532,75198.814,51005.899,27550.31,21241.429,NVIDIA H200,3088.688,143771.0,2214.0,537.574,1031781.777,1226.0,,,,,,455.35644142305887,0.5876300603569404,102.664
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_100000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_100000_iqtree,GPU_H200,UFBOOT1000,DNA,100000,True,620.631,615.137,370.949,370.854,245.66,240.689,False,-5692984.527,204310.127,109194.78,313504.907,121764.657,61435.754,80658.655,46937.721,NVIDIA H200,5128.688,143771.0,4254.0,915.781,1031781.777,3425.0,,,,,,505.13897468866367,0.6516967436174771,245.66
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_100000len_ninit2_MTEST_OPENACC_run1_tree_1_100000_iqtree,GPU_V100,MTEST,DNA,100000,True,741.95,737.855,544.093,544.01,193.481,189.55,False,-5692984.529,136578.397,102003.474,238581.87099999998,101180.876,74127.302,34362.763,27341.066,Tesla V100-SXM2-32GB,2797.25,32768.0,2210.0,542.289,385600.16,1226.0,,,,,,321.56057820607856,0.572459241884309,193.481
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_100000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_100000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_100000_iqtree,GPU_V100,UFBOOT1000,DNA,100000,True,1265.858,1258.37,828.938,828.802,430.96,423.767,False,-5692984.529,165247.583,157592.257,322839.84,108181.554,96023.927,55908.646,60695.824,Tesla V100-SXM2-32GB,4625.25,32768.0,4038.0,918.586,385600.145,3425.0,,,,,,255.0363784879505,0.5118562287727562,430.96
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000len_ninit2_MIXGTR_OPENACC_run1_tree_1_1000_iqtree,GPU_H200,MIXGTR,DNA,1000,True,25.451,25.221,23.538,23.533,,,False,-159854.861,11087.861,3045.967,14133.828000000001,10213.147,2796.761,,,NVIDIA H200,894.688,143771.0,20.0,155.402,1031781.754,,,,,,,555.3348787866881,0.7844910097957892,1.9130000000000003
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000_iqtree3_DNA_OPENACC_H200_GTR-I-G4_100taxa_1000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_1000_iqtree,GPU_H200,UFBOOT1000,DNA,1000,True,301.34,300.77,227.668,227.629,72.282,72.11,False,-56180.293,131547.196,35858.233,167405.429,99005.517,27099.216,31508.717,8478.795,NVIDIA H200,924.688,143771.0,50.0,230.16,1031781.754,35.0,,,,,,555.5366994093051,0.7858000590888841,72.282
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000len_ninit2_MIXGTR_OPENACC_run1_tree_1_1000_iqtree,GPU_V100,MIXGTR,DNA,1000,True,19.76,19.258,17.59,17.584,,,False,-159858.51,2593.251,1176.387,3769.638,2258.18,1027.554,,,Tesla V100-SXM2-32GB,605.25,32768.0,18.0,152.809,385603.184,,,,,,,190.77115384615382,0.6879310427155075,2.1700000000000017
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000len_ninit2_MTEST_OPENACC_run1_tree_1_1000_iqtree,GPU_V100,MTEST,DNA,1000,True,314.143,313.285,273.934,273.554,39.131,38.846,False,-56180.293,44723.833,18799.414,63523.247,39038.508,16371.743,5515.961,2357.056,Tesla V100-SXM2-32GB,621.25,32768.0,34.0,167.266,385600.184,12.0,,,,,,202.21124456059823,0.7040545802074633,39.131
output_more_tests_DNA_GTR+I+G4_OPENACC_taxa100_run1_tree_1_1000_iqtree3_DNA_OPENACC_V100_GTR-I-G4_100taxa_1000len_ninit2_UFBOOT1000_OPENACC_run1_tree_1_1000_iqtree,GPU_V100,UFBOOT1000,DNA,1000,True,388.07,387.856,294.674,294.63,92.233,92.163,False,-56180.293,53051.542,22617.31,75668.852,40128.049,17125.506,12687.897,5392.78,Tesla V100-SXM2-32GB,639.25,32768.0,52.0,233.562,385603.164,35.0,,,,,,194.9876362511918,0.7011014518893455,92.233
