len_100,NONREV_Step3,3.643,62.261,439.625,503.230,-4894.189,140
len_100,REV_Step3,6.339,68.019,389.428,458.690,-4894.189,140
len_1000,NONREV_Step3,2.509,34.563,265.164,300.552,-56180.293,102
len_1000,REV_Step3,4.169,52.195,252.698,305.679,-56180.293,102
len_10000,NONREV_Step3,2.539,47.505,272.313,320.989,-564208.776,102
len_10000,REV_Step3,5.724,109.381,228.571,339.155,-564208.776,102
len_100000,NONREV_Step3,11.424,126.079,874.788,1005.448,-5692984.539,102
len_100000,REV_Step3,19.525,378.722,582.259,965.431,-5692984.529,102
