data_type,tree_type,model,tree_num,build,is_verbose,log_likelihood,rates_info
AA,unrooted,LG+C60,tree_2,VANILA,False,-43.4233,1         0.3197         0.2500 |   2         0.6778         0.2500 |   3         1.0749         0.2500 |   4         1.9276         0.2500
AA,unrooted,LG+C60,tree_3,OPENACC,False,-85.6111,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_3,VANILA,False,-54.5806,1         0.5586         0.2500 |   2         0.8350         0.2500 |   3         1.0798         0.2500 |   4         1.5266         0.2500
AA,unrooted,LG+C60,tree_4,OPENACC,False,-91.8151,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_4,VANILA,False,-53.6699,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_5,OPENACC,False,-68.0634,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_5,VANILA,False,-32.052,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_6,OPENACC,False,-90.1662,1         0.0324         0.2500 |   2         0.2483         0.2500 |   3         0.8163         0.2500 |   4         2.9030         0.2500
AA,unrooted,LG+C60,tree_6,VANILA,False,-42.6845,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_7,OPENACC,False,-58.9594,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_7,VANILA,False,-48.4746,1         0.0000         0.2500 |   2         0.0017         0.2500 |   3         0.1131         0.2500 |   4         3.8852         0.2500
AA,unrooted,LG+C60,tree_8,OPENACC,False,-71.6126,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_8,VANILA,False,-44.1678,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+C60,tree_9,OPENACC,False,-82.4043,1         0.0254         0.2500 |   2         0.2214         0.2500 |   3         0.7844         0.2500 |   4         2.9688         0.2500
AA,unrooted,LG+C60,tree_9,VANILA,False,-34.5222,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0000         0.2500 |   4         4.0000         0.2500
AA,unrooted,LG+G4,tree_1,OPENACC,False,-51.5526,1         0.0369         0.2500 |   2         0.2640         0.2500 |   3         0.8335         0.2500 |   4         2.8656         0.2500
AA,unrooted,LG+G4,tree_1,VANILA,False,-51.5526,1         0.0369         0.2500 |   2         0.2640         0.2500 |   3         0.8335         0.2500 |   4         2.8656         0.2500
AA,unrooted,LG+G4,tree_10,OPENACC,False,-56.5387,1         0.2046         0.2500 |   2         0.5654         0.2500 |   3         1.0418         0.2500 |   4         2.1882         0.2500
AA,unrooted,LG+G4,tree_10,VANILA,False,-56.5387,1         0.2046         0.2500 |   2         0.5654         0.2500 |   3         1.0418         0.2500 |   4         2.1882         0.2500
AA,unrooted,LG+G4,tree_2,OPENACC,False,-45.9581,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_2,VANILA,False,-45.9581,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_3,OPENACC,False,-65.4274,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0000         0.2500 |   4         4.0000         0.2500
AA,unrooted,LG+G4,tree_3,VANILA,False,-65.4274,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0000         0.2500 |   4         4.0000         0.2500
AA,unrooted,LG+G4,tree_4,OPENACC,False,-46.2536,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_4,VANILA,False,-46.2536,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_5,OPENACC,False,-41.6674,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_5,VANILA,False,-41.6674,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_6,OPENACC,False,-46.607,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0251         0.2500 |   4         3.9748         0.2500
AA,unrooted,LG+G4,tree_6,VANILA,False,-46.607,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0251         0.2500 |   4         3.9748         0.2500
AA,unrooted,LG+G4,tree_7,OPENACC,False,-33.4254,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_7,VANILA,False,-33.4254,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_8,OPENACC,False,-29.2651,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0000         0.2500 |   4         4.0000         0.2500
AA,unrooted,LG+G4,tree_8,VANILA,False,-29.2651,1         0.0000         0.2500 |   2         0.0000         0.2500 |   3         0.0000         0.2500 |   4         4.0000         0.2500
AA,unrooted,LG+G4,tree_9,OPENACC,False,-47.7809,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+G4,tree_9,VANILA,False,-47.7809,1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I,tree_1,OPENACC,False,-32.8483,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_1,VANILA,False,-32.8483,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_10,OPENACC,False,-38.1485,0         0              0.7372 |   1         3.8058         0.2628
AA,unrooted,LG+I,tree_10,VANILA,False,-38.1485,0         0              0.7372 |   1         3.8058         0.2628
AA,unrooted,LG+I,tree_2,OPENACC,False,-60.8509,0         0              0.3858 |   1         1.6281         0.6142
AA,unrooted,LG+I,tree_2,VANILA,False,-60.8509,0         0              0.3858 |   1         1.6281         0.6142
AA,unrooted,LG+I,tree_3,OPENACC,False,-41.2129,0         0              0.6636 |   1         2.9731         0.3364
AA,unrooted,LG+I,tree_3,VANILA,False,-41.2129,0         0              0.6636 |   1         2.9731         0.3364
AA,unrooted,LG+I,tree_4,OPENACC,False,-42.6494,0         0              0.3222 |   1         1.4753         0.6778
AA,unrooted,LG+I,tree_4,VANILA,False,-42.6494,0         0              0.3222 |   1         1.4753         0.6778
AA,unrooted,LG+I,tree_5,OPENACC,False,-64.9414,0         0              0.3099 |   1         1.4490         0.6901
AA,unrooted,LG+I,tree_5,VANILA,False,-64.9414,0         0              0.3099 |   1         1.4490         0.6901
AA,unrooted,LG+I,tree_6,OPENACC,False,-54.8024,0         0              0.0116 |   1         1.0118         0.9884
AA,unrooted,LG+I,tree_6,VANILA,False,-54.8024,0         0              0.0116 |   1         1.0118         0.9884
AA,unrooted,LG+I,tree_7,OPENACC,False,-42.9675,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_7,VANILA,False,-42.9675,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_8,OPENACC,False,-57.777,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_8,VANILA,False,-57.777,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_9,OPENACC,False,-33.6774,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I,tree_9,VANILA,False,-33.6774,0         0              0.0000 |   1         1.0000         1.0000
AA,unrooted,LG+I+G4,tree_1,OPENACC,False,-44.1689,0         0              0.6870 |   1         3.0673         0.0782 |   2         3.1612         0.0782 |   3         3.2268         0.0782 |   4         3.3243         0.0782
AA,unrooted,LG+I+G4,tree_1,VANILA,False,-44.1689,0         0              0.6870 |   1         3.0673         0.0782 |   2         3.1612         0.0782 |   3         3.2268         0.0782 |   4         3.3243         0.0782
AA,unrooted,LG+I+G4,tree_10,OPENACC,False,-33.2067,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_10,VANILA,False,-33.2067,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_2,OPENACC,False,-51.1984,0         0              0.3994 |   1         1.5985         0.1502 |   2         1.6474         0.1502 |   3         1.6816         0.1502 |   4         1.7324         0.1502
AA,unrooted,LG+I+G4,tree_2,VANILA,False,-51.1984,0         0              0.3994 |   1         1.5985         0.1502 |   2         1.6474         0.1502 |   3         1.6816         0.1502 |   4         1.7324         0.1502
AA,unrooted,LG+I+G4,tree_3,OPENACC,False,-42.4307,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_3,VANILA,False,-42.4307,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_4,OPENACC,False,-52.6315,0         0              0.4970 |   1         1.9085         0.1258 |   2         1.9669         0.1258 |   3         2.0078         0.1258 |   4         2.0685         0.1258
AA,unrooted,LG+I+G4,tree_4,VANILA,False,-52.6315,0         0              0.4970 |   1         1.9085         0.1258 |   2         1.9669         0.1258 |   3         2.0078         0.1258 |   4         2.0685         0.1258
AA,unrooted,LG+I+G4,tree_5,OPENACC,False,-38.9141,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_5,VANILA,False,-38.9141,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_6,OPENACC,False,-51.6059,0         0              0.4546 |   1         0.0887         0.1364 |   2         0.5486         0.1364 |   3         1.5935         0.1364 |   4         5.1030         0.1364
AA,unrooted,LG+I+G4,tree_6,VANILA,False,-51.6059,0         0              0.4546 |   1         0.0887         0.1364 |   2         0.5486         0.1364 |   3         1.5935         0.1364 |   4         5.1030         0.1364
AA,unrooted,LG+I+G4,tree_7,OPENACC,False,-53.4563,0         0              0.0000 |   1         0.0471         0.2500 |   2         0.2956         0.2500 |   3         0.8657         0.2500 |   4         2.7916         0.2500
AA,unrooted,LG+I+G4,tree_7,VANILA,False,-53.4563,0         0              0.0000 |   1         0.0471         0.2500 |   2         0.2956         0.2500 |   3         0.8657         0.2500 |   4         2.7916         0.2500
AA,unrooted,LG+I+G4,tree_8,OPENACC,False,-32.4813,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_8,VANILA,False,-32.4813,0         0              0.0000 |   1         0.9601         0.2500 |   2         0.9894         0.2500 |   3         1.0100         0.2500 |   4         1.0405         0.2500
AA,unrooted,LG+I+G4,tree_9,OPENACC,False,-44.1309,0         0              0.2630 |   1         0.0000         0.1843 |   2         0.0065         0.1843 |   3         0.2362         0.1843 |   4         5.1844         0.1843
AA,unrooted,LG+I+G4,tree_9,VANILA,False,-44.1309,0         0              0.2630 |   1         0.0000         0.1843 |   2         0.0065         0.1843 |   3         0.2362         0.1843 |   4         5.1844         0.1843
AA,unrooted,LG+R4,tree_1,OPENACC,False,-41.6627,"(0.2307,0.4490) (0.2516,0.9304) (0.2619,1.1876) (0.2557,1.3734) [1         0.4490         0.2307 |   2         0.9304         0.2516 |   3         1.1876         0.2619 |   4         1.3734         0.2557]"
AA,unrooted,LG+R4,tree_1,OPENACC,True,-41.662708,"(0.230727,0.449033) (0.251644,0.930373) (0.261891,1.187644) (0.255737,1.373438) [1         0.449033       0.230727 |   2         0.930373       0.251644 |   3         1.187644       0.261891 |   4         1.373438       0.255737]"
AA,unrooted,LG+R4,tree_1,VANILA,False,-41.6627,"(0.2307,0.4490) (0.2516,0.9304) (0.2619,1.1876) (0.2557,1.3734) [1         0.4490         0.2307 |   2         0.9304         0.2516 |   3         1.1876         0.2619 |   4         1.3734         0.2557]"
AA,unrooted,LG+R4,tree_1,VANILA,True,-41.662708,"(0.230727,0.449033) (0.251644,0.930373) (0.261891,1.187644) (0.255737,1.373438) [1         0.449033       0.230727 |   2         0.930373       0.251644 |   3         1.187644       0.261891 |   4         1.373438       0.255737]"
AA,unrooted,LG+R4,tree_10,OPENACC,False,-51.0529,"(0.3347,0.1703) (0.3061,0.1707) (0.2476,0.1733) (0.1116,7.5985) [1         0.1703         0.3347 |   2         0.1707         0.3061 |   3         0.1733         0.2476 |   4         7.5985         0.1116]"
AA,unrooted,LG+R4,tree_10,OPENACC,True,-51.052927,"(0.334723,0.170322) (0.306100,0.170721) (0.247599,0.173301) (0.111578,7.598460) [1         0.170322       0.334723 |   2         0.170721       0.306100 |   3         0.173301       0.247599 |   4         7.598460       0.111578]"
AA,unrooted,LG+R4,tree_10,VANILA,False,-51.0529,"(0.3347,0.1703) (0.3061,0.1707) (0.2476,0.1733) (0.1116,7.5985) [1         0.1703         0.3347 |   2         0.1707         0.3061 |   3         0.1733         0.2476 |   4         7.5985         0.1116]"
AA,unrooted,LG+R4,tree_10,VANILA,True,-51.052927,"(0.334723,0.170322) (0.306100,0.170721) (0.247599,0.173301) (0.111578,7.598460) [1         0.170322       0.334723 |   2         0.170721       0.306100 |   3         0.173301       0.247599 |   4         7.598460       0.111578]"
AA,unrooted,LG+R4,tree_2,OPENACC,False,-47.7274,"(0.3710,0.1549) (0.2995,0.1840) (0.2201,0.1904) (0.1094,7.7261) [1         0.1549         0.3710 |   2         0.1840         0.2995 |   3         0.1904         0.2201 |   4         7.7261         0.1094]"
AA,unrooted,LG+R4,tree_2,OPENACC,True,-47.727359,"(0.370994,0.154866) (0.299491,0.183960) (0.220075,0.190433) (0.109439,7.726114) [1         0.154866       0.370994 |   2         0.183960       0.299491 |   3         0.190433       0.220075 |   4         7.726114       0.109439]"
AA,unrooted,LG+R4,tree_2,VANILA,False,-47.7273,"(0.3710,0.1548) (0.2995,0.1839) (0.2200,0.1905) (0.1094,7.7262) [1         0.1548         0.3710 |   2         0.1839         0.2995 |   3         0.1905         0.2200 |   4         7.7262         0.1094]"
AA,unrooted,LG+R4,tree_2,VANILA,True,-47.727323,"(0.371010,0.154836) (0.299528,0.183903) (0.220024,0.190524) (0.109439,7.726246) [1         0.154836       0.371010 |   2         0.183903       0.299528 |   3         0.190524       0.220024 |   4         7.726246       0.109439]"
AA,unrooted,LG+R4,tree_3,OPENACC,False,-43.3237,"(0.3132,0.2064) (0.2936,0.2561) (0.2552,0.3564) (0.1381,5.5697) [1         0.2064         0.3132 |   2         0.2561         0.2936 |   3         0.3564         0.2552 |   4         5.5697         0.1381]"
AA,unrooted,LG+R4,tree_3,OPENACC,True,-43.323688,"(0.313168,0.206405) (0.293561,0.256150) (0.255162,0.356385) (0.138110,5.569685) [1         0.206405       0.313168 |   2         0.256150       0.293561 |   3         0.356385       0.255162 |   4         5.569685       0.138110]"
AA,unrooted,LG+R4,tree_3,VANILA,False,-43.3237,"(0.3132,0.2064) (0.2936,0.2561) (0.2552,0.3564) (0.1381,5.5697) [1         0.2064         0.3132 |   2         0.2561         0.2936 |   3         0.3564         0.2552 |   4         5.5697         0.1381]"
AA,unrooted,LG+R4,tree_3,VANILA,True,-43.323688,"(0.313168,0.206405) (0.293561,0.256150) (0.255162,0.356385) (0.138110,5.569685) [1         0.206405       0.313168 |   2         0.256150       0.293561 |   3         0.356385       0.255162 |   4         5.569685       0.138110]"
AA,unrooted,LG+R4,tree_4,OPENACC,False,-46.4772,"(0.2379,0.1597) (0.2451,0.5934) (0.2589,1.2181) (0.2581,1.9418) [1         0.1597         0.2379 |   2         0.5934         0.2451 |   3         1.2181         0.2589 |   4         1.9418         0.2581]"
AA,unrooted,LG+R4,tree_4,OPENACC,True,-46.477175,"(0.237880,0.159739) (0.245131,0.593365) (0.258858,1.218093) (0.258131,1.941785) [1         0.159739       0.237880 |   2         0.593365       0.245131 |   3         1.218093       0.258858 |   4         1.941785       0.258131]"
AA,unrooted,LG+R4,tree_4,VANILA,False,-46.4772,"(0.2379,0.1597) (0.2451,0.5934) (0.2589,1.2181) (0.2581,1.9418) [1         0.1597         0.2379 |   2         0.5934         0.2451 |   3         1.2181         0.2589 |   4         1.9418         0.2581]"
AA,unrooted,LG+R4,tree_4,VANILA,True,-46.477175,"(0.237880,0.159739) (0.245131,0.593365) (0.258858,1.218093) (0.258131,1.941785) [1         0.159739       0.237880 |   2         0.593365       0.245131 |   3         1.218093       0.258858 |   4         1.941785       0.258131]"
AA,unrooted,LG+R4,tree_5,OPENACC,False,-60.1078,"(0.3253,0.1272) (0.1543,1.2547) (0.2574,1.4698) (0.2629,1.4703) [1         0.1272         0.3253 |   2         1.2547         0.1543 |   3         1.4698         0.2574 |   4         1.4703         0.2629]"
AA,unrooted,LG+R4,tree_5,OPENACC,True,-60.107826,"(0.325311,0.127207) (0.154310,1.254736) (0.257442,1.469831) (0.262937,1.470327) [1         0.127207       0.325311 |   2         1.254736       0.154310 |   3         1.469831       0.257442 |   4         1.470327       0.262937]"
AA,unrooted,LG+R4,tree_5,VANILA,False,-60.1078,"(0.3253,0.1272) (0.1543,1.2547) (0.2574,1.4698) (0.2629,1.4703) [1         0.1272         0.3253 |   2         1.2547         0.1543 |   3         1.4698         0.2574 |   4         1.4703         0.2629]"
AA,unrooted,LG+R4,tree_5,VANILA,True,-60.107826,"(0.325311,0.127207) (0.154310,1.254736) (0.257442,1.469831) (0.262937,1.470327) [1         0.127207       0.325311 |   2         1.254736       0.154310 |   3         1.469831       0.257442 |   4         1.470327       0.262937]"
AA,unrooted,LG+R4,tree_6,OPENACC,False,-32.1779,"(0.2419,0.3490) (0.2501,0.8471) (0.2550,1.2136) (0.2529,1.5585) [1         0.3490         0.2419 |   2         0.8471         0.2501 |   3         1.2136         0.2550 |   4         1.5585         0.2529]"
AA,unrooted,LG+R4,tree_6,OPENACC,True,-32.177877,"(0.241927,0.349015) (0.250136,0.847118) (0.254991,1.213595) (0.252946,1.558488) [1         0.349015       0.241927 |   2         0.847118       0.250136 |   3         1.213595       0.254991 |   4         1.558488       0.252946]"
AA,unrooted,LG+R4,tree_6,VANILA,False,-32.1779,"(0.2419,0.3490) (0.2501,0.8471) (0.2550,1.2136) (0.2529,1.5585) [1         0.3490         0.2419 |   2         0.8471         0.2501 |   3         1.2136         0.2550 |   4         1.5585         0.2529]"
AA,unrooted,LG+R4,tree_6,VANILA,True,-32.177877,"(0.241927,0.349015) (0.250136,0.847118) (0.254991,1.213595) (0.252946,1.558488) [1         0.349015       0.241927 |   2         0.847118       0.250136 |   3         1.213595       0.254991 |   4         1.558488       0.252946]"
AA,unrooted,LG+R4,tree_7,OPENACC,False,-54.4718,"(0.2295,0.1938) (0.2439,0.5799) (0.2627,1.2554) (0.2638,1.8355) [1         0.1938         0.2295 |   2         0.5799         0.2439 |   3         1.2554         0.2627 |   4         1.8355         0.2638]"
AA,unrooted,LG+R4,tree_7,OPENACC,True,-54.471809,"(0.229544,0.193798) (0.243897,0.579866) (0.262741,1.255410) (0.263818,1.835508) [1         0.193798       0.229544 |   2         0.579866       0.243897 |   3         1.255410       0.262741 |   4         1.835508       0.263818]"
AA,unrooted,LG+R4,tree_7,VANILA,False,-54.4718,"(0.2295,0.1938) (0.2439,0.5799) (0.2627,1.2554) (0.2638,1.8355) [1         0.1938         0.2295 |   2         0.5799         0.2439 |   3         1.2554         0.2627 |   4         1.8355         0.2638]"
AA,unrooted,LG+R4,tree_7,VANILA,True,-54.471809,"(0.229544,0.193798) (0.243897,0.579866) (0.262741,1.255410) (0.263818,1.835508) [1         0.193798       0.229544 |   2         0.579866       0.243897 |   3         1.255410       0.262741 |   4         1.835508       0.263818]"
AA,unrooted,LG+R4,tree_8,OPENACC,False,-65.559,"(0.2849,0.1183) (0.1975,0.1734) (0.2276,1.7877) (0.2900,1.8109) [1         0.1183         0.2849 |   2         0.1734         0.1975 |   3         1.7877         0.2276 |   4         1.8109         0.2900]"
AA,unrooted,LG+R4,tree_8,OPENACC,True,-65.559009,"(0.284869,0.118281) (0.197520,0.173393) (0.227621,1.787725) (0.289990,1.810865) [1         0.118281       0.284869 |   2         0.173393       0.197520 |   3         1.787725       0.227621 |   4         1.810865       0.289990]"
AA,unrooted,LG+R4,tree_8,VANILA,False,-65.559,"(0.2849,0.1183) (0.1975,0.1734) (0.2276,1.7877) (0.2900,1.8109) [1         0.1183         0.2849 |   2         0.1734         0.1975 |   3         1.7877         0.2276 |   4         1.8109         0.2900]"
AA,unrooted,LG+R4,tree_8,VANILA,True,-65.559009,"(0.284869,0.118281) (0.197520,0.173393) (0.227621,1.787725) (0.289990,1.810865) [1         0.118281       0.284869 |   2         0.173393       0.197520 |   3         1.787725       0.227621 |   4         1.810865       0.289990]"
AA,unrooted,LG+R4,tree_9,OPENACC,False,-43.6386,"(0.3289,0.1219) (0.2815,0.1380) (0.2161,0.1446) (0.1735,5.1273) [1         0.1219         0.3289 |   2         0.1380         0.2815 |   3         0.1446         0.2161 |   4         5.1273         0.1735]"
AA,unrooted,LG+R4,tree_9,OPENACC,True,-43.638587,"(0.328881,0.121913) (0.281502,0.138003) (0.216072,0.144592) (0.173546,5.127265) [1         0.121913       0.328881 |   2         0.138003       0.281502 |   3         0.144592       0.216072 |   4         5.127265       0.173546]"
AA,unrooted,LG+R4,tree_9,VANILA,False,-43.6386,"(0.3289,0.1219) (0.2815,0.1380) (0.2161,0.1446) (0.1735,5.1273) [1         0.1219         0.3289 |   2         0.1380         0.2815 |   3         0.1446         0.2161 |   4         5.1273         0.1735]"
AA,unrooted,LG+R4,tree_9,VANILA,True,-43.638587,"(0.328881,0.121913) (0.281502,0.138003) (0.216072,0.144592) (0.173546,5.127265) [1         0.121913       0.328881 |   2         0.138003       0.281502 |   3         0.144592       0.216072 |   4         5.127265       0.173546]"
DNA,rooted,GTR,tree_1,OPENACC,False,-21.7743,
DNA,rooted,GTR,tree_1,VANILA,False,-21.7742,
DNA,rooted,GTR,tree_10,OPENACC,False,-19.0077,
DNA,rooted,GTR,tree_10,VANILA,False,-19.0077,
DNA,rooted,GTR,tree_2,OPENACC,False,-19.5972,
DNA,rooted,GTR,tree_2,VANILA,False,-19.5972,
DNA,rooted,GTR,tree_3,OPENACC,False,-19.7937,
DNA,rooted,GTR,tree_3,VANILA,False,-19.7937,
DNA,rooted,GTR,tree_4,OPENACC,False,-31.8623,
DNA,rooted,GTR,tree_4,VANILA,False,-31.8623,
DNA,rooted,GTR,tree_5,OPENACC,False,-28.3623,
DNA,rooted,GTR,tree_5,VANILA,False,-28.3623,
DNA,rooted,GTR,tree_6,OPENACC,False,-23.2972,
DNA,rooted,GTR,tree_6,VANILA,False,-23.2969,
DNA,rooted,GTR,tree_7,OPENACC,False,-36.2323,
DNA,rooted,GTR,tree_7,VANILA,False,-36.2323,
DNA,rooted,GTR,tree_8,OPENACC,False,-21.1132,
DNA,rooted,GTR,tree_8,VANILA,False,-21.1144,
DNA,rooted,GTR,tree_9,OPENACC,False,-28.5536,
DNA,rooted,GTR,tree_9,VANILA,False,-28.5536,
DNA,rooted,GTR+G4,tree_1,OPENACC,False,-15.7619,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_1,VANILA,False,-15.7619,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_10,OPENACC,False,-24.165,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_10,VANILA,False,-24.165,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_2,OPENACC,False,-21.6551,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_2,VANILA,False,-21.6551,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_3,OPENACC,False,-22.174,1         0.0006938      0.25 |   2         0.03854        0.25 |   3         0.4043         0.25 |   4         3.556          0.25
DNA,rooted,GTR+G4,tree_3,VANILA,False,-22.174,1         0.0006938      0.25 |   2         0.03854        0.25 |   3         0.4043         0.25 |   4         3.556          0.25
DNA,rooted,GTR+G4,tree_4,OPENACC,False,-22.0407,1         0.0434         0.25 |   2         0.2846         0.25 |   3         0.8547         0.25 |   4         2.817          0.25
DNA,rooted,GTR+G4,tree_4,VANILA,False,-22.0407,1         0.0434         0.25 |   2         0.2846         0.25 |   3         0.8547         0.25 |   4         2.817          0.25
DNA,rooted,GTR+G4,tree_5,OPENACC,False,-17.6505,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_5,VANILA,False,-17.6505,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_6,OPENACC,False,-27.9543,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_6,VANILA,False,-27.9543,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_7,OPENACC,False,-20.493,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_7,VANILA,False,-20.493,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_8,OPENACC,False,-31.7373,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_8,VANILA,False,-31.7372,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_9,OPENACC,False,-17.7248,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+G4,tree_9,VANILA,False,-17.7249,1         0.9601         0.25 |   2         0.9894         0.25 |   3         1.01           0.25 |   4         1.041          0.25
DNA,rooted,GTR+I,tree_1,OPENACC,False,-18.5477,
DNA,rooted,GTR+I,tree_1,VANILA,False,-18.5477,
DNA,rooted,GTR+I,tree_10,OPENACC,False,-20.3435,
DNA,rooted,GTR+I,tree_10,VANILA,False,-20.3435,
DNA,rooted,GTR+I,tree_2,OPENACC,False,-26.4622,
DNA,rooted,GTR+I,tree_2,VANILA,False,-26.4621,
