data_type,tree_type,model,tree_num,final_ll_vanila,optimal_ll_vanila,best_score_vanila,opt_rounds_vanila,opt_time_vanila,wallclock_time_vanila,final_ll_openacc,optimal_ll_openacc,best_score_openacc,opt_rounds_openacc,opt_time_openacc,wallclock_time_openacc,has_underflow_openacc,n_underflow_deriv_openacc,n_underflow_sites_openacc,has_nan_rates_openacc,_merge,ll_diff,ll_abs_diff,ll_match,rounds_diff
AA,unrooted,LG,5,-33.1292,-33.129,-33.129,1.0,0.0,0.008,-33.1292,-33.129,-33.129,1.0,0.015,0.026,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG,6,-36.2758,-36.276,-36.276,1.0,0.0,0.007,-36.2758,-36.276,-36.276,1.0,0.011,0.029,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG,7,-51.49,-51.49,-51.49,1.0,0.0,0.008,-51.49,-51.49,-51.49,1.0,0.013,0.027,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG,8,-59.9108,-59.911,-59.911,1.0,0.0,0.008,-59.9108,-59.911,-59.911,1.0,0.011,0.02,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG,9,-46.0654,-46.065,-46.065,1.0,0.0,0.007,-46.0654,-46.065,-46.065,1.0,0.02,0.052,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG,10,-26.8698,-26.87,-26.87,1.0,0.0,0.008,-26.8698,-26.87,-26.87,1.0,0.013,0.036,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+C60,1,-40.979,-40.979,-40.979,3.0,0.218,0.24,-89.5385,-89.539,-89.539,2.0,0.611,0.648,False,0,0,False,both,-48.5595,48.5595,False,-1.0
AA,unrooted,LG+C60,2,-43.4233,-43.423,-43.423,2.0,0.147,0.169,-66.019,-66.019,-66.019,2.0,0.593,0.652,False,0,0,False,both,-22.595700000000008,22.595700000000008,False,0.0
AA,unrooted,LG+C60,3,-54.5806,-54.581,-54.581,3.0,0.25,0.272,-85.6111,-85.611,-85.611,2.0,0.602,0.659,False,0,0,False,both,-31.030499999999996,31.030499999999996,False,-1.0
AA,unrooted,LG+C60,4,-53.6699,-53.67,-53.67,3.0,0.187,0.209,-91.8151,-91.815,-91.815,2.0,0.6,0.645,False,0,0,False,both,-38.1452,38.1452,False,-1.0
AA,unrooted,LG+C60,5,-32.052,-32.052,-32.052,2.0,0.077,0.099,-68.0634,-68.063,-68.063,2.0,0.359,0.404,False,0,0,False,both,-36.0114,36.0114,False,0.0
AA,unrooted,LG+C60,6,-42.6845,-42.684,-42.684,3.0,0.177,0.199,-90.1662,-90.166,-90.166,2.0,0.581,0.625,False,0,0,False,both,-47.481700000000004,47.481700000000004,False,-1.0
AA,unrooted,LG+C60,7,-48.4746,-48.475,-48.475,4.0,0.267,0.289,-58.9594,-58.959,-58.959,2.0,0.595,0.674,False,0,0,False,both,-10.4848,10.4848,False,-2.0
AA,unrooted,LG+C60,8,-44.1678,-44.168,-44.168,3.0,0.188,0.211,-71.6126,-71.613,-71.613,2.0,0.588,0.649,False,0,0,False,both,-27.4448,27.4448,False,-1.0
AA,unrooted,LG+C60,9,-34.5222,-34.522,-34.522,3.0,0.313,0.335,-82.4043,-82.404,-82.404,2.0,0.598,0.644,False,0,0,False,both,-47.88210000000001,47.88210000000001,False,-1.0
AA,unrooted,LG+C60,10,-34.678,-34.678,-34.678,3.0,0.279,0.302,-67.8917,-67.892,-67.892,2.0,0.598,0.651,False,0,0,False,both,-33.2137,33.2137,False,-1.0
AA,unrooted,LG+G4,1,-51.5526,-51.553,-51.553,3.0,0.005,0.023,-51.5526,-51.553,-51.553,3.0,0.042,0.06,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,2,-45.9581,-45.958,-45.958,2.0,0.006,0.061,-45.9581,-45.958,-45.958,2.0,0.03,0.039,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,3,-65.4274,-65.427,-65.427,3.0,0.008,0.03,-65.4274,-65.427,-65.427,3.0,0.058,0.067,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,4,-46.2536,-46.254,-46.254,3.0,0.008,0.036,-46.2536,-46.254,-46.254,3.0,0.047,0.057,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,5,-41.6674,-41.667,-41.667,3.0,0.003,0.025,-41.6674,-41.667,-41.667,3.0,0.027,0.037,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,6,-46.607,-46.607,-46.607,3.0,0.009,0.035,-46.607,-46.607,-46.607,3.0,0.057,0.066,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,7,-33.4254,-33.425,-33.425,2.0,0.002,0.026,-33.4254,-33.425,-33.425,2.0,0.022,0.037,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,8,-29.2651,-29.265,-29.265,2.0,0.003,0.028,-29.2651,-29.265,-29.265,2.0,0.027,0.036,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,9,-47.7809,-47.781,-47.781,3.0,0.004,0.016,-47.7809,-47.781,-47.781,3.0,0.036,0.045,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+G4,10,-56.5387,-56.539,-56.539,2.0,0.006,0.027,-56.5387,-56.539,-56.539,2.0,0.035,0.049,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,1,-32.8483,-32.848,-32.848,2.0,0.002,0.018,-32.8483,-32.848,-32.848,2.0,0.03,0.065,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,2,-60.8509,-60.851,-60.851,2.0,0.001,0.009,-60.8509,-60.851,-60.851,2.0,0.021,0.041,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,3,-41.2129,-41.213,-41.213,2.0,0.001,0.008,-41.2129,-41.213,-41.213,2.0,0.022,0.04,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,4,-42.6494,-42.649,-42.649,2.0,0.001,0.013,-42.6494,-42.649,-42.649,2.0,0.017,0.035,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,5,-64.9414,-64.941,-64.941,2.0,0.001,0.008,-64.9414,-64.941,-64.941,2.0,0.027,0.048,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,6,-54.8024,-54.802,-54.802,2.0,0.001,0.008,-54.8024,-54.802,-54.802,2.0,0.025,0.05,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,7,-42.9675,-42.968,-42.968,2.0,0.002,0.009,-42.9675,-42.968,-42.968,2.0,0.027,0.039,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,8,-57.777,-57.777,-57.777,2.0,0.002,0.009,-57.777,-57.777,-57.777,2.0,0.031,0.048,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,9,-33.6774,-33.677,-33.677,2.0,0.001,0.008,-33.6774,-33.677,-33.677,2.0,0.021,0.031,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I,10,-38.1485,-38.148,-38.148,3.0,0.001,0.008,-38.1485,-38.148,-38.148,3.0,0.025,0.053,False,0,0,False,both,0.0,0.0,True,0.0
AA,unrooted,LG+I+G4,1,-44.1689,,-44.169,,,0.041,-44.1689,,-44.169,,,0.397,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,2,-51.1984,,-51.198,,,0.048,-51.1984,,-51.198,,,0.53,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,3,-42.4307,,-42.431,,,0.058,-42.4307,,-42.431,,,0.613,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,4,-52.6315,,-52.631,,,0.04,-52.6315,,-52.631,,,0.472,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,5,-38.9141,,-38.914,,,0.042,-38.9141,,-38.914,,,0.454,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,6,-51.6059,,-51.606,,,0.049,-51.6059,,-51.606,,,0.527,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,7,-53.4563,,-53.456,,,0.05,-53.4563,,-53.456,,,0.506,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,8,-32.4813,,-32.481,,,0.032,-32.4813,,-32.481,,,0.341,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,9,-44.1309,,-44.131,,,0.054,-44.1309,,-44.131,,,0.569,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+I+G4,10,-33.2067,,-33.207,,,0.028,-33.2067,,-33.207,,,0.298,False,0,0,False,both,0.0,0.0,True,
AA,unrooted,LG+R4,1,-41.6627,-41.663,-41.663,3.0,0.017,0.066,-41.6522,-41.6522329616,-41.6522329616,3.0,0.0614130497,0.0829119682,False,0,0,False,both,0.010500000000000398,0.010500000000000398,False,0.0
AA,unrooted,LG+R4,2,-47.7273,-47.727,-47.727,8.0,0.032,0.044,-49.1831,-49.1831453153,-49.1831453153,1.0,0.0614039898,0.072373867,False,0,0,False,both,-1.4558000000000035,1.4558000000000035,False,-7.0
AA,unrooted,LG+R4,3,-43.3237,-43.324,-43.324,5.0,0.019,0.026,-43.9513,-43.9512744697,-43.9512744697,1.0,0.0564169884,0.0778110027,False,0,0,False,both,-0.627600000000001,0.627600000000001,False,-4.0
AA,unrooted,LG+R4,4,-46.4772,-46.477,-46.477,2.0,0.008,0.015,-46.5398,-46.539755729,-46.539755729,1.0,0.0430319309,0.0583410263,False,0,0,False,both,-0.06259999999999621,0.06259999999999621,False,-1.0
AA,unrooted,LG+R4,5,-60.1078,-60.108,-60.108,7.0,0.028,0.043,-60.4554,-60.4553845947,-60.4553845947,1.0,0.0531389713,0.0610010624,False,0,0,False,both,-0.3475999999999999,0.3475999999999999,False,-6.0
AA,unrooted,LG+R4,6,-32.1779,-32.178,-32.178,2.0,0.007,0.014,-32.1684,-32.1683909017,-32.1683909017,3.0,0.0442471504,0.0537619591,False,0,0,False,both,0.009500000000002728,0.009500000000002728,True,1.0
AA,unrooted,LG+R4,7,-54.4718,-54.472,-54.472,2.0,0.008,0.015,-54.6106,-54.6106049116,-54.6106049116,1.0,0.0518610477,0.116312027,False,0,0,False,both,-0.13879999999999626,0.13879999999999626,False,-1.0
AA,unrooted,LG+R4,8,-65.559,-65.559,-65.559,3.0,0.011,0.019,-66.4528,-66.452762232,-66.452762232,1.0,0.0782849789,0.0991530418,False,0,0,False,both,-0.8937999999999988,0.8937999999999988,False,-2.0
AA,unrooted,LG+R4,9,-43.6386,-43.639,-43.639,3.0,0.011,0.018,-45.4018,-45.4018365379,-45.4018365379,1.0,0.0591490269,0.0788040161,False,0,0,False,both,-1.7632000000000048,1.7632000000000048,False,-2.0
AA,unrooted,LG+R4,10,-51.0529,-51.053,-51.053,9.0,0.031,0.038,-52.4929,-52.4928628692,-52.4928628692,1.0,0.0651469231,0.0875909328,False,0,0,False,both,-1.4399999999999977,1.4399999999999977,False,-8.0
DNA,rooted,GTR,1,-21.7742,-21.774,-21.774,10.0,0.006,0.024,-21.7743,-21.774,-21.774,10.0,0.102,0.11,False,0,0,False,both,-9.999999999976694e-05,9.999999999976694e-05,True,0.0
DNA,rooted,GTR,2,-19.5972,-19.597,-19.597,3.0,0.001,0.026,-19.5972,-19.597,-19.597,3.0,0.032,0.039,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR,3,-19.7937,-19.794,-19.794,3.0,0.001,0.03,-19.7937,-19.794,-19.794,3.0,0.02,0.027,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR,4,-31.8623,-31.862,-31.862,11.0,0.009,0.042,-31.8624,-31.862,-31.862,11.0,0.102,0.109,False,0,0,False,both,-9.999999999976694e-05,9.999999999976694e-05,True,0.0
DNA,rooted,GTR,5,-28.3623,-28.362,-28.362,4.0,0.003,0.028,-28.3623,-28.362,-28.362,4.0,0.042,0.051,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR,6,-23.2969,-23.297,-23.297,6.0,0.004,0.03,-23.2885,-23.288,-23.288,5.0,0.047,0.054,False,0,0,False,both,0.00840000000000174,0.00840000000000174,True,-1.0
DNA,rooted,GTR,7,-36.2323,-36.232,-36.232,4.0,0.002,0.023,-36.2323,-36.232,-36.232,4.0,0.045,0.054,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR,8,-21.1144,-21.114,-21.114,4.0,0.005,0.045,-21.1132,-21.113,-21.113,4.0,0.073,0.081,False,0,0,False,both,0.001200000000000756,0.001200000000000756,True,0.0
DNA,rooted,GTR,9,-28.5536,-28.554,-28.554,2.0,0.001,0.032,-28.5536,-28.554,-28.554,2.0,0.021,0.035,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR,10,-19.0077,-19.008,-19.008,3.0,0.003,0.025,-19.0077,-19.008,-19.008,3.0,0.03,0.038,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,1,-15.7619,-15.762,-15.762,7.0,0.004,0.036,-15.7619,-15.762,-15.762,7.0,0.047,0.055,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,2,-21.6551,-21.655,-21.655,4.0,0.005,0.061,-21.6553,-21.655,-21.655,4.0,0.048,0.056,False,0,0,False,both,-0.00019999999999953388,0.00019999999999953388,True,0.0
DNA,rooted,GTR+G4,3,-22.174,-22.174,-22.174,18.0,0.021,0.103,-22.174,-22.174,-22.174,18.0,0.255,0.263,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,4,-22.0407,-22.041,-22.041,3.0,0.005,0.09,-22.0407,-22.041,-22.041,3.0,0.052,0.06,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,5,-17.6505,-17.65,-17.65,3.0,0.005,0.084,-17.6505,-17.65,-17.65,3.0,0.05,0.059,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,6,-27.9543,-27.954,-27.954,4.0,0.005,0.062,-27.9543,-27.954,-27.954,4.0,0.056,0.064,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,7,-20.493,-20.493,-20.493,13.0,0.011,0.037,-20.493,-20.493,-20.493,13.0,0.116,0.125,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,8,-31.7372,-31.737,-31.737,6.0,0.007,0.107,-31.7372,-31.737,-31.737,6.0,0.087,0.095,False,0,0,False,both,0.0,0.0,True,0.0
DNA,rooted,GTR+G4,9,-17.7249,-17.725,-17.725,3.0,0.003,0.031,-17.7248,-17.725,-17.725,3.0,0.032,0.04,False,0,0,False,both,0.00010000000000331966,0.00010000000000331966,True,0.0
DNA,rooted,GTR+G4,10,-24.165,-24.165,-24.165,2.0,0.006,0.035,-24.165,-24.165,-24.165,2.0,0.057,0.066,False,0,0,False,both,0.0,0.0,True,0.0
