data_type,tree_type,model,tree,backend,run,filename,walltime,cputime,log_likelihood,tree_length,opt_time,opt_rounds,n_underflow,first_eval_sec,overhead
AA,unrooted,LG,tree_5,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_5_1000000_iqtree3_aa.log,15.14,630.022,-86382770.364,19.61,13.643,1,0,,1.4969999999999999
AA,unrooted,LG,tree_5,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_5_1000000_iqtree3_aa.log,15.352,622.852,-86382770.364,19.61,14.115,1,0,,1.237
AA,unrooted,LG,tree_5,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_5_1000000_iqtree3_aa.log,38.557,367.178,-86382770.364,19.61,37.319,1,0,,1.2379999999999995
AA,unrooted,LG,tree_5,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_5_1000000_iqtree3_aa.log,18.484,643.36,-86382770.364,19.61,17.149,1,0,,1.3350000000000009
AA,unrooted,LG,tree_5,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_5_1000000_iqtree3_aa.log,36.933,338.447,-86382770.364,19.61,35.641,1,0,,1.2920000000000016
AA,unrooted,LG,tree_5,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_5_1000000_iqtree3_aa.log,14.598,598.304,-86382770.364,19.61,13.165,1,0,,1.4330000000000016
AA,unrooted,LG,tree_5,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_5_1000000_iqtree3_aa.log,16.719,639.549,-86382770.364,19.61,15.429,1,0,,1.290000000000001
AA,unrooted,LG,tree_5,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_5_1000000_iqtree3_aa.log,38.56,367.262,-86382770.364,19.61,37.312,1,0,,1.2480000000000047
AA,unrooted,LG,tree_5,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_5_1000000_iqtree3_aa.log,66.732,433.918,-86382770.364,19.61,64.723,1,0,,2.0090000000000003
AA,unrooted,LG,tree_5,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_5_1000000_iqtree3_aa.log,38.869,370.698,-86382770.364,19.61,37.654,1,0,,1.2149999999999963
AA,unrooted,LG,tree_5,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_5_1000000_iqtree3_aa.log,20.561,722.519,-86382770.364,19.61,19.132,1,0,,1.4289999999999985
AA,unrooted,LG,tree_5,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_5_1000000_iqtree3_aa.log,58.374,399.462,-86382770.364,19.61,56.988,1,0,,1.3860000000000028
AA,unrooted,LG,tree_5,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_5_1000000_iqtree3_aa.log,14.514,600.178,-86382770.364,19.61,13.089,1,0,,1.424999999999999
AA,unrooted,LG,tree_5,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_5_1000000_iqtree3_aa.log,38.65,367.359,-86382770.364,19.61,37.348,1,0,,1.3019999999999996
AA,unrooted,LG,tree_5,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_5_1000000_iqtree3_aa.log,19.05,629.558,-86382770.364,19.61,17.697,1,0,,1.3530000000000015
AA,unrooted,LG,tree_5,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_5_1000000_iqtree3_aa.log,37.399,342.069,-86382770.364,19.61,36.104,1,0,,1.2950000000000017
AA,unrooted,LG,tree_5,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_5_1000000_iqtree3_aa.log,19.057,652.134,-86382770.364,19.61,17.708,1,0,,1.3490000000000002
AA,unrooted,LG,tree_5,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_5_1000000_iqtree3_aa.log,38.619,367.663,-86382770.364,19.61,37.342,1,0,,1.277000000000001
AA,unrooted,LG,tree_6,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_6_1000000_iqtree3_aa.log,39.9,377.862,-84301496.968,18.591,38.645,1,0,,1.2549999999999955
AA,unrooted,LG,tree_6,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_6_1000000_iqtree3_aa.log,15.207,620.806,-84301496.968,18.591,13.72,1,0,,1.487
AA,unrooted,LG,tree_6,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_6_1000000_iqtree3_aa.log,40.736,385.819,-84301496.968,18.591,39.467,1,0,,1.2689999999999984
AA,unrooted,LG,tree_6,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_6_1000000_iqtree3_aa.log,18.797,631.173,-84301496.968,18.591,17.361,1,0,,1.436
AA,unrooted,LG,tree_6,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_6_1000000_iqtree3_aa.log,16.6,651.152,-84301496.968,18.591,15.325,1,0,,1.2750000000000021
AA,unrooted,LG,tree_6,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_6_1000000_iqtree3_aa.log,39.961,378.54,-84301496.968,18.591,38.712,1,0,,1.2489999999999952
AA,unrooted,LG,tree_6,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_6_1000000_iqtree3_aa.log,66.077,431.836,-84301496.968,18.591,64.392,1,0,,1.6850000000000023
AA,unrooted,LG,tree_6,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_6_1000000_iqtree3_aa.log,15.139,611.375,-84301496.968,18.591,13.898,1,0,,1.2409999999999997
AA,unrooted,LG,tree_6,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_6_1000000_iqtree3_aa.log,14.868,608.039,-84301496.968,18.591,13.436,1,0,,1.4320000000000004
AA,unrooted,LG,tree_6,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_6_1000000_iqtree3_aa.log,15.095,613.219,-84301496.968,18.591,13.846,1,0,,1.2490000000000006
AA,unrooted,LG,tree_6,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_6_1000000_iqtree3_aa.log,37.442,348.739,-84301496.968,18.591,36.045,1,0,,1.3969999999999985
AA,unrooted,LG,tree_6,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_6_1000000_iqtree3_aa.log,15.052,604.544,-84301496.968,18.591,13.866,1,0,,1.186
AA,unrooted,LG,tree_6,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_6_1000000_iqtree3_aa.log,39.879,377.905,-84301496.968,18.591,38.663,1,0,,1.216000000000001
AA,unrooted,LG,tree_6,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_6_1000000_iqtree3_aa.log,42.702,380.83,-84301496.968,18.591,41.324,1,0,,1.3780000000000001
AA,unrooted,LG,tree_6,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_6_1000000_iqtree3_aa.log,14.46,595.049,-84301496.968,18.591,13.074,1,0,,1.386000000000001
AA,unrooted,LG,tree_6,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_6_1000000_iqtree3_aa.log,40.176,380.409,-84301496.968,18.591,38.875,1,0,,1.301000000000002
AA,unrooted,LG,tree_6,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_6_1000000_iqtree3_aa.log,39.781,377.319,-84301496.968,18.591,38.571,1,0,,1.2100000000000009
AA,unrooted,LG,tree_6,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_6_1000000_iqtree3_aa.log,38.014,352.943,-84301496.968,18.591,36.443,1,0,,1.571000000000005
AA,unrooted,LG,tree_6,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_6_1000000_iqtree3_aa.log,15.255,613.759,-84301496.968,18.591,13.94,1,0,,1.3150000000000013
AA,unrooted,LG,tree_6,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_6_1000000_iqtree3_aa.log,20.064,625.794,-84301496.968,18.591,16.781,1,0,,3.2830000000000013
AA,unrooted,LG,tree_7,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_7_1000000_iqtree3_aa.log,36.036,330.219,-87134163.126,19.77,34.745,1,0,,1.291000000000004
AA,unrooted,LG,tree_7,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_7_1000000_iqtree3_aa.log,14.341,586.481,-87134163.126,19.77,12.929,1,0,,1.411999999999999
AA,unrooted,LG,tree_7,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_7_1000000_iqtree3_aa.log,16.941,641.858,-87134163.126,19.77,15.349,1,0,,1.5919999999999987
AA,unrooted,LG,tree_7,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_7_1000000_iqtree3_aa.log,19.15,642.416,-87134163.126,19.77,17.764,1,0,,1.3859999999999992
AA,unrooted,LG,tree_7,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_7_1000000_iqtree3_aa.log,67.01,431.571,-87134163.126,19.77,65.373,1,0,,1.6370000000000005
AA,unrooted,LG,tree_7,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_7_1000000_iqtree3_aa.log,38.129,362.747,-87134163.126,19.77,36.879,1,0,,1.25
AA,unrooted,LG,tree_7,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_7_1000000_iqtree3_aa.log,19.376,636.239,-87134163.126,19.77,17.971,1,0,,1.4050000000000011
AA,unrooted,LG,tree_7,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_7_1000000_iqtree3_aa.log,14.869,608.506,-87134163.126,19.77,13.449,1,0,,1.42
AA,unrooted,LG,tree_7,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_7_1000000_iqtree3_aa.log,39.095,371.826,-87134163.126,19.77,37.823,1,0,,1.2719999999999985
AA,unrooted,LG,tree_7,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_7_1000000_iqtree3_aa.log,14.339,588.879,-87134163.126,19.77,12.969,1,0,,1.370000000000001
AA,unrooted,LG,tree_7,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_7_1000000_iqtree3_aa.log,37.993,361.819,-87134163.126,19.77,36.775,1,0,,1.2180000000000035
AA,unrooted,LG,tree_7,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_7_1000000_iqtree3_aa.log,16.077,652.247,-87134163.126,19.77,14.531,1,0,,1.5460000000000012
AA,unrooted,LG,tree_7,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_7_1000000_iqtree3_aa.log,15.152,632.436,-87134163.126,19.77,13.704,1,0,,1.4479999999999986
AA,unrooted,LG,tree_7,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_7_1000000_iqtree3_aa.log,36.963,335.845,-87134163.126,19.77,35.68,1,0,,1.2830000000000013
AA,unrooted,LG,tree_7,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_7_1000000_iqtree3_aa.log,37.979,361.746,-87134163.126,19.77,36.69,1,0,,1.2890000000000015
AA,unrooted,LG,tree_7,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_7_1000000_iqtree3_aa.log,38.411,365.853,-87134163.126,19.77,37.154,1,0,,1.256999999999998
AA,unrooted,LG,tree_7,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_7_1000000_iqtree3_aa.log,18.96,626.352,-87134163.126,19.77,17.624,1,0,,1.336000000000002
AA,unrooted,LG,tree_7,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_7_1000000_iqtree3_aa.log,61.402,402.499,-87134163.126,19.77,59.837,1,0,,1.5649999999999977
AA,unrooted,LG,tree_7,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_7_1000000_iqtree3_aa.log,38.123,362.541,-87134163.126,19.77,36.853,1,0,,1.269999999999996
AA,unrooted,LG,tree_7,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_7_1000000_iqtree3_aa.log,14.692,598.457,-87134163.126,19.77,13.249,1,0,,1.4429999999999996
AA,unrooted,LG,tree_8,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_8_1000000_iqtree3_aa.log,38.887,370.974,-81931521.002,18.249,37.562,1,0,,1.3250000000000028
AA,unrooted,LG,tree_8,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_8_1000000_iqtree3_aa.log,18.785,603.819,-81931521.002,18.249,17.2,1,0,,1.5850000000000009
AA,unrooted,LG,tree_8,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_8_1000000_iqtree3_aa.log,13.795,569.299,-81931521.002,18.249,12.407,1,0,,1.388
AA,unrooted,LG,tree_8,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_8_1000000_iqtree3_aa.log,37.896,361.907,-81931521.002,18.249,36.659,1,0,,1.2370000000000019
AA,unrooted,LG,tree_8,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_8_1000000_iqtree3_aa.log,15.41,586.575,-81931521.002,18.249,14.207,1,0,,1.2029999999999994
AA,unrooted,LG,tree_8,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_8_1000000_iqtree3_aa.log,14.038,574.766,-81931521.002,18.249,12.692,1,0,,1.346
AA,unrooted,LG,tree_8,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_8_1000000_iqtree3_aa.log,18.555,611.411,-81931521.002,18.249,17.127,1,0,,1.4280000000000008
AA,unrooted,LG,tree_8,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_8_1000000_iqtree3_aa.log,13.954,573.804,-81931521.002,18.249,12.585,1,0,,1.3689999999999998
AA,unrooted,LG,tree_8,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_8_1000000_iqtree3_aa.log,35.654,327.883,-81931521.002,18.249,34.446,1,0,,1.2080000000000055
AA,unrooted,LG,tree_8,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_8_1000000_iqtree3_aa.log,38.103,363.808,-81931521.002,18.249,36.9,1,0,,1.203000000000003
AA,unrooted,LG,tree_8,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_8_1000000_iqtree3_aa.log,40.139,362.43,-81931521.002,18.249,38.45,1,0,,1.689
AA,unrooted,LG,tree_8,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_8_1000000_iqtree3_aa.log,14.97,611.082,-81931521.002,18.249,13.588,1,0,,1.3820000000000014
AA,unrooted,LG,tree_8,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_8_1000000_iqtree3_aa.log,38.276,365.173,-81931521.002,18.249,36.998,1,0,,1.2780000000000058
AA,unrooted,LG,tree_8,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_8_1000000_iqtree3_aa.log,14.27,579.076,-81931521.002,18.249,12.856,1,0,,1.4139999999999997
AA,unrooted,LG,tree_8,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_8_1000000_iqtree3_aa.log,37.944,361.937,-81931521.002,18.249,36.685,1,0,,1.2590000000000003
AA,unrooted,LG,tree_8,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_8_1000000_iqtree3_aa.log,60.527,398.711,-81931521.002,18.249,59.15,1,0,,1.3770000000000024
AA,unrooted,LG,tree_8,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_8_1000000_iqtree3_aa.log,18.922,628.19,-81931521.002,18.249,17.534,1,0,,1.3880000000000017
AA,unrooted,LG,tree_8,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_8_1000000_iqtree3_aa.log,37.977,362.873,-81931521.002,18.249,36.751,1,0,,1.225999999999999
AA,unrooted,LG,tree_8,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_8_1000000_iqtree3_aa.log,36.394,333.41,-81931521.002,18.249,35.094,1,0,,1.2999999999999972
AA,unrooted,LG,tree_8,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_8_1000000_iqtree3_aa.log,19.664,626.131,-81931521.002,18.249,18.292,1,0,,1.3719999999999999
AA,unrooted,LG,tree_9,OMP_10,2,output_banchmark_bl_estimation_AA_LG_OMP_10_run2_tree_9_1000000_iqtree3_aa.log,50.814,346.104,-82340194.25,18.008,48.839,1,0,,1.9750000000000014
AA,unrooted,LG,tree_9,OMP_10,10,output_banchmark_bl_estimation_AA_LG_OMP_10_run10_tree_9_1000000_iqtree3_aa.log,30.973,290.676,-82340194.25,18.008,29.698,1,0,,1.2749999999999986
AA,unrooted,LG,tree_9,OMP_10,5,output_banchmark_bl_estimation_AA_LG_OMP_10_run5_tree_9_1000000_iqtree3_aa.log,29.458,268.383,-82340194.25,18.008,28.183,1,0,,1.2749999999999986
AA,unrooted,LG,tree_9,OMP_48,8,output_banchmark_bl_estimation_AA_LG_OMP_48_run8_tree_9_1000000_iqtree3_aa.log,12.39,491.031,-82340194.25,18.008,11.007,1,0,,1.383000000000001
AA,unrooted,LG,tree_9,OMP_48,10,output_banchmark_bl_estimation_AA_LG_OMP_48_run10_tree_9_1000000_iqtree3_aa.log,11.554,467.275,-82340194.25,18.008,10.166,1,0,,1.388
AA,unrooted,LG,tree_9,OMP_48,7,output_banchmark_bl_estimation_AA_LG_OMP_48_run7_tree_9_1000000_iqtree3_aa.log,12.475,466.09,-82340194.25,18.008,11.091,1,0,,1.3840000000000003
AA,unrooted,LG,tree_9,OMP_48,1,output_banchmark_bl_estimation_AA_LG_OMP_48_run1_tree_9_1000000_iqtree3_aa.log,11.585,467.075,-82340194.25,18.008,10.215,1,0,,1.370000000000001
AA,unrooted,LG,tree_9,OMP_10,3,output_banchmark_bl_estimation_AA_LG_OMP_10_run3_tree_9_1000000_iqtree3_aa.log,30.917,290.491,-82340194.25,18.008,29.689,1,0,,1.2280000000000015
AA,unrooted,LG,tree_9,OMP_48,6,output_banchmark_bl_estimation_AA_LG_OMP_48_run6_tree_9_1000000_iqtree3_aa.log,12.306,480.555,-82340194.25,18.008,11.052,1,0,,1.2539999999999996
AA,unrooted,LG,tree_9,OMP_48,9,output_banchmark_bl_estimation_AA_LG_OMP_48_run9_tree_9_1000000_iqtree3_aa.log,14.307,535.914,-82340194.25,18.008,12.896,1,0,,1.4109999999999996
AA,unrooted,LG,tree_9,OMP_10,4,output_banchmark_bl_estimation_AA_LG_OMP_10_run4_tree_9_1000000_iqtree3_aa.log,31.66,296.897,-82340194.25,18.008,30.323,1,0,,1.3369999999999997
AA,unrooted,LG,tree_9,OMP_48,5,output_banchmark_bl_estimation_AA_LG_OMP_48_run5_tree_9_1000000_iqtree3_aa.log,12.767,486.355,-82340194.25,18.008,11.556,1,0,,1.2110000000000003
AA,unrooted,LG,tree_9,OMP_10,8,output_banchmark_bl_estimation_AA_LG_OMP_10_run8_tree_9_1000000_iqtree3_aa.log,29.94,271.946,-82340194.25,18.008,28.634,1,0,,1.306000000000001
AA,unrooted,LG,tree_9,OMP_10,7,output_banchmark_bl_estimation_AA_LG_OMP_10_run7_tree_9_1000000_iqtree3_aa.log,30.987,291.289,-82340194.25,18.008,29.748,1,0,,1.2389999999999972
AA,unrooted,LG,tree_9,OMP_48,2,output_banchmark_bl_estimation_AA_LG_OMP_48_run2_tree_9_1000000_iqtree3_aa.log,12.67,494.05,-82340194.25,18.008,11.421,1,0,,1.2490000000000006
AA,unrooted,LG,tree_9,OMP_10,6,output_banchmark_bl_estimation_AA_LG_OMP_10_run6_tree_9_1000000_iqtree3_aa.log,29.529,272.013,-82340194.25,18.008,28.131,1,0,,1.3979999999999997
AA,unrooted,LG,tree_9,OMP_10,9,output_banchmark_bl_estimation_AA_LG_OMP_10_run9_tree_9_1000000_iqtree3_aa.log,30.937,290.696,-82340194.25,18.008,29.718,1,0,,1.2190000000000012
AA,unrooted,LG,tree_9,OMP_48,4,output_banchmark_bl_estimation_AA_LG_OMP_48_run4_tree_9_1000000_iqtree3_aa.log,12.338,497.661,-82340194.25,18.008,10.927,1,0,,1.4109999999999996
AA,unrooted,LG,tree_9,OMP_10,1,output_banchmark_bl_estimation_AA_LG_OMP_10_run1_tree_9_1000000_iqtree3_aa.log,31.188,292.979,-82340194.25,18.008,29.928,1,0,,1.259999999999998
AA,unrooted,LG,tree_9,OMP_48,3,output_banchmark_bl_estimation_AA_LG_OMP_48_run3_tree_9_1000000_iqtree3_aa.log,12.81,485.363,-82340194.25,18.008,11.582,1,0,,1.2279999999999998
DNA,unrooted,GTR,tree_1,VANILA,5,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run5_tree_1_1000000_iqtree.log,114.498,112.354,-64343405.643,18.844,111.898,4,0,,2.6000000000000085
DNA,unrooted,GTR,tree_1,OMP_48,8,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run8_tree_1_1000000_iqtree3.log,13.635,443.555,-64343405.643,18.844,12.572,4,0,,1.0630000000000006
DNA,unrooted,GTR,tree_1,OMP_48,4,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run4_tree_1_1000000_iqtree3.log,10.838,416.664,-64343405.643,18.844,9.758,4,0,,1.08
DNA,unrooted,GTR,tree_1,OMP_48,3,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run3_tree_1_1000000_iqtree3.log,14.489,461.341,-64343405.643,18.844,13.358,4,0,,1.1310000000000002
DNA,unrooted,GTR,tree_1,VANILA,2,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run2_tree_1_1000000_iqtree.log,121.963,118.636,-64343405.643,18.844,119.104,4,0,,2.8589999999999947
DNA,unrooted,GTR,tree_1,OMP_10,7,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run7_tree_1_1000000_iqtree3.log,20.319,183.268,-64343405.643,18.844,19.183,4,0,,1.1359999999999992
DNA,unrooted,GTR,tree_1,OMP_48,2,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run2_tree_1_1000000_iqtree3.log,13.059,429.008,-64343405.643,18.844,11.867,4,0,,1.1919999999999984
DNA,unrooted,GTR,tree_1,VANILA,7,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run7_tree_1_1000000_iqtree.log,116.902,114.463,-64343405.643,18.844,114.244,4,0,,2.6580000000000013
DNA,unrooted,GTR,tree_1,OMP_10,6,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run6_tree_1_1000000_iqtree3.log,42.973,289.433,-64343405.643,18.844,40.984,4,0,,1.9889999999999972
DNA,unrooted,GTR,tree_1,OMP_10,1,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run1_tree_1_1000000_iqtree3.log,26.361,203.759,-64343405.643,18.844,24.647,4,0,,1.7140000000000022
DNA,unrooted,GTR,tree_1,VANILA,10,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run10_tree_1_1000000_iqtree.log,121.487,119.167,-64343405.643,18.844,118.619,4,0,,2.867999999999995
DNA,unrooted,GTR,tree_1,OMP_48,10,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run10_tree_1_1000000_iqtree3.log,9.97,417.189,-64343405.643,18.844,8.96,4,0,,1.0099999999999998
DNA,unrooted,GTR,tree_1,OMP_48,9,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run9_tree_1_1000000_iqtree3.log,12.684,426.491,-64343405.643,18.844,11.617,4,0,,1.0669999999999984
DNA,unrooted,GTR,tree_1,VANILA,8,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run8_tree_1_1000000_iqtree.log,116.841,114.036,-64343405.643,18.844,114.187,4,0,,2.6539999999999964
DNA,unrooted,GTR,tree_1,OMP_48,5,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run5_tree_1_1000000_iqtree3.log,14.251,545.016,-64343405.643,18.844,13.154,4,0,,1.0969999999999995
DNA,unrooted,GTR,tree_1,VANILA,9,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run9_tree_1_1000000_iqtree.log,117.109,115.042,-64343405.643,18.844,114.314,4,0,,2.7950000000000017
DNA,unrooted,GTR,tree_1,VANILA,1,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run1_tree_1_1000000_iqtree.log,111.904,109.954,-64343405.643,18.844,109.419,4,0,,2.4849999999999994
DNA,unrooted,GTR,tree_1,OMP_10,4,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run4_tree_1_1000000_iqtree3.log,27.228,262.371,-64343405.643,18.844,26.182,4,0,,1.046000000000003
DNA,unrooted,GTR,tree_1,OMP_10,8,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run8_tree_1_1000000_iqtree3.log,24.51,235.673,-64343405.643,18.844,23.446,4,0,,1.064
DNA,unrooted,GTR,tree_1,OMP_10,3,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run3_tree_1_1000000_iqtree3.log,24.625,236.233,-64343405.643,18.844,23.565,4,0,,1.0599999999999987
DNA,unrooted,GTR,tree_1,VANILA,6,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run6_tree_1_1000000_iqtree.log,123.919,121.702,-64343405.643,18.844,120.951,4,0,,2.9680000000000035
DNA,unrooted,GTR,tree_1,OMP_48,7,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run7_tree_1_1000000_iqtree3.log,13.701,451.593,-64343405.643,18.844,12.609,4,0,,1.0920000000000005
DNA,unrooted,GTR,tree_1,OMP_10,10,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run10_tree_1_1000000_iqtree3.log,28.821,275.277,-64343405.643,18.844,27.748,4,0,,1.0730000000000004
DNA,unrooted,GTR,tree_1,OMP_10,2,output_banchmark_bl_estimation_DNA_GTR_OMP_10_run2_tree_1_1000000_iqtree3.log,24.835,236.96,-64343405.643,18.844,23.778,4,0,,1.0570000000000022
DNA,unrooted,GTR,tree_1,VANILA,3,output_banchmark_bl_estimation_DNA_GTR_VANILA_run1_tree_1_1000000_iqtree3_VANILA_run3_tree_1_1000000_iqtree.log,119.757,117.066,-64343405.643,18.844,116.968,4,0,,2.7890000000000015
DNA,unrooted,GTR,tree_1,OMP_48,6,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run6_tree_1_1000000_iqtree3.log,12.626,423.313,-64343405.643,18.844,11.546,4,0,,1.08
DNA,unrooted,GTR,tree_1,OMP_48,1,output_banchmark_bl_estimation_DNA_GTR_OMP_48_run1_tree_1_1000000_iqtree3.log,9.998,419.935,-64343405.643,18.844,8.918,4,0,,1.08
